"drugid"
"DB02300"
"DB05829"
"DB08911"
"DB09287"
"DB00456"
"DB00462"
"DB00464"
"DB00467"
"DB00469"
"DB00478"
"DB00855"
"DB01269"
"DB01413"
"DB04571"
"DB09107"
"DB09221"
"DB00701"
"DB00702"
"DB00711"
"DB00716"
"DB00719"
"DB00725"
"DB00733"
"DB00735"
"DB00879"
"DB06800"
"DB00920"
"DB00922"
"DB00931"
"DB00936"
"DB00939"
"DB00940"
"DB00942"
"DB00943"
"DB01089"
"DB01091"
"DB01096"
"DB01105"
"DB01107"
"DB01108"
"DB01116"
"DB01121"
"DB01122"
"DB01141"
"DB01209"
"DB01213"
"DB01216"
"DB01227"
"DB01228"
"DB01230"
"DB01231"
"DB01237"
"DB01243"
"DB01246"
"DB08823"
"DB08828"
"DB08874"
"DB08885"
"DB08888"
"DB08890"
"DB08894"
"DB08902"
"DB08908"
"DB08913"
"DB08922"
"DB08923"
"DB08936"
"DB09035"
"DB09302"
"DB09303"
"DB09141"
"DB09144"
"DB09152"
"DB09154"
"DB09185"
"DB09198"
"DB09205"
"DB09212"
"DB09213"
"DB09223"
"DB09228"
"DB09229"
"DB09230"
"DB09244"
"DB09245"
"DB09258"
"DB09263"
"DB09264"
"DB09296"
"DB09297"
"DB09299"
"DB09321"
"DB00179"
"DB00180"
"DB00181"
"DB00184"
"DB00185"
"DB00186"
"DB00189"
"DB00194"
"DB00211"
"DB00213"
"DB00216"
"DB00230"
"DB00231"
"DB00248"
"DB00273"
"DB00279"
"DB00313"
"DB00315"
"DB00320"
"DB00323"
"DB00349"
"DB00356"
"DB00371"
"DB00377"
"DB00382"
"DB00391"
"DB00395"
"DB00397"
"DB00402"
"DB00404"
"DB00405"
"DB00411"
"DB00413"
"DB00422"
"DB00423"
"DB00425"
"DB00437"
"DB00448"
"DB00449"
"DB00475"
"DB00486"
"DB00490"
"DB00501"
"DB00508"
"DB00530"
"DB00553"
"DB00561"
"DB00593"
"DB00628"
"DB00640"
"DB00651"
"DB00660"
"DB00669"
"DB00683"
"DB00690"
"DB00696"
"DB00704"
"DB00705"
"DB00723"
"DB00736"
"DB00754"
"DB00761"
"DB00765"
"DB00771"
"DB00774"
"DB00816"
"DB00820"
"DB00822"
"DB00829"
"DB00830"
"DB00841"
"DB00842"
"DB00852"
"DB00857"
"DB00867"
"DB00869"
"DB00897"
"DB00906"
"DB00907"
"DB00909"
"DB00918"
"DB00933"
"DB00935"
"DB00937"
"DB00951"
"DB00952"
"DB00953"
"DB00962"
"DB00996"
"DB00998"
"DB01006"
"DB01017"
"DB01049"
"DB01063"
"DB01064"
"DB01068"
"DB01080"
"DB01081"
"DB01129"
"DB01143"
"DB01178"
"DB01194"
"DB01198"
"DB01202"
"DB01215"
"DB01219"
"DB01239"
"DB01253"
"DB01291"
"DB01365"
"DB01440"
"DB01501"
"DB01589"
"DB01592"
"DB01595"
"DB01618"
"DB01620"
"DB02701"
"DB04837"
"DB04842"
"DB04871"
"DB05246"
"DB05271"
"DB06144"
"DB06196"
"DB06201"
"DB06210"
"DB06262"
"DB06274"
"DB06283"
"DB06288"
"DB06414"
"DB06594"
"DB06636"
"DB06701"
"DB06707"
"DB06711"
"DB06715"
"DB06767"
"DB06769"
"DB06799"
"DB06817"
"DB08872"
"DB08896"
"DB08900"
"DB09034"
"DB09065"
"DB09072"
"DB09102"
"DB09125"
"DB09166"
"DB09167"
"DB09276"
"DB09290"
"DB09291"
"DB09292"
"DB00326"
"DB00330"
"DB00336"
"DB00340"
"DB00357"
"DB01046"
"DB06637"
"DB08905"
"DB09257"
"DB00576"
"DB00579"
"DB00580"
"DB00587"
"DB00589"
"DB00592"
"DB00600"
"DB00617"
"DB01103"
"DB06764"
"DB00791"
"DB00792"
"DB00793"
"DB00797"
"DB00799"
"DB00800"
"DB00809"
"DB00810"
"DB00825"
"DB00826"
"DB00911"
"DB09517"
"DB00878"
"DB00882"
"DB00885"
"DB00890"
"DB00894"
"DB00902"
"DB06782"
"DB01146"
"DB01153"
"DB01157"
"DB01160"
"DB01170"
"DB01179"
"DB01183"
"DB01186"
"DB01188"
"DB01191"
"DB03754"
"DB01744"
"DB02721"
"DB08792"
"DB08797"
"DB08799"
"DB08804"
"DB08806"
"DB08808"
"DB00008"
"DB00010"
"DB00014"
"DB00016"
"DB00017"
"DB00019"
"DB00020"
"DB00022"
"DB00023"
"DB00027"
"DB00030"
"DB00033"
"DB00035"
"DB00036"
"DB00038"
"DB00039"
"DB00040"
"DB00041"
"DB00043"
"DB00046"
"DB00047"
"DB00048"
"DB00049"
"DB00051"
"DB00052"
"DB00063"
"DB00069"
"DB00082"
"DB00091"
"DB00104"
"DB00107"
"DB00166"
"DB00176"
"DB00177"
"DB00178"
"DB00187"
"DB00188"
"DB00190"
"DB00193"
"DB00195"
"DB00196"
"DB00199"
"DB00201"
"DB00204"
"DB00206"
"DB00207"
"DB00208"
"DB00209"
"DB00214"
"DB00215"
"DB00218"
"DB00220"
"DB00222"
"DB00223"
"DB00224"
"DB00232"
"DB00233"
"DB00237"
"DB00240"
"DB00241"
"DB00243"
"DB00245"
"DB00246"
"DB00261"
"DB00263"
"DB00264"
"DB00268"
"DB00270"
"DB00275"
"DB00277"
"DB00278"
"DB00280"
"DB00281"
"DB00283"
"DB00284"
"DB00285"
"DB00288"
"DB00289"
"DB00290"
"DB00295"
"DB00296"
"DB00308"
"DB00310"
"DB00312"
"DB00316"
"DB00317"
"DB00321"
"DB00324"
"DB00325"
"DB00327"
"DB00328"
"DB00331"
"DB00332"
"DB00333"
"DB00334"
"DB00335"
"DB00341"
"DB00343"
"DB00344"
"DB00346"
"DB00350"
"DB00351"
"DB00358"
"DB00359"
"DB00363"
"DB00366"
"DB00367"
"DB00370"
"DB00373"
"DB00376"
"DB00379"
"DB00381"
"DB00384"
"DB00387"
"DB00393"
"DB00394"
"DB00398"
"DB00399"
"DB00401"
"DB00408"
"DB00412"
"DB00418"
"DB00420"
"DB00421"
"DB00424"
"DB00427"
"DB00433"
"DB00434"
"DB00436"
"DB00440"
"DB00443"
"DB00450"
"DB00454"
"DB00455"
"DB00457"
"DB00458"
"DB00461"
"DB00465"
"DB00468"
"DB00472"
"DB00476"
"DB00477"
"DB00479"
"DB00480"
"DB00482"
"DB00484"
"DB00489"
"DB00491"
"DB00492"
"DB00494"
"DB00495"
"DB00496"
"DB00497"
"DB00499"
"DB00500"
"DB00502"
"DB00503"
"DB00514"
"DB00519"
"DB00521"
"DB00524"
"DB00529"
"DB00537"
"DB00539"
"DB00540"
"DB00542"
"DB00543"
"DB00547"
"DB00554"
"DB00555"
"DB00557"
"DB00564"
"DB00571"
"DB00572"
"DB00573"
"DB00575"
"DB00582"
"DB00584"
"DB00586"
"DB00588"
"DB00590"
"DB00591"
"DB00594"
"DB00596"
"DB00598"
"DB00601"
"DB00603"
"DB00604"
"DB00605"
"DB00608"
"DB00611"
"DB00612"
"DB00618"
"DB00620"
"DB00621"
"DB00622"
"DB00623"
"DB00624"
"DB00627"
"DB00633"
"DB00635"
"DB00642"
"DB00652"
"DB00656"
"DB00657"
"DB00661"
"DB00662"
"DB00668"
"DB00672"
"DB00674"
"DB00675"
"DB00678"
"DB00679"
"DB00684"
"DB00687"
"DB00691"
"DB00695"
"DB00697"
"DB00700"
"DB00703"
"DB00708"
"DB00710"
"DB00712"
"DB00714"
"DB00715"
"DB00717"
"DB00722"
"DB00726"
"DB00727"
"DB00731"
"DB00734"
"DB00737"
"DB00738"
"DB00741"
"DB00742"
"DB00747"
"DB00748"
"DB00749"
"DB00752"
"DB00757"
"DB00758"
"DB00764"
"DB00768"
"DB00775"
"DB00780"
"DB00782"
"DB00783"
"DB00784"
"DB00788"
"DB00790"
"DB00794"
"DB00796"
"DB00798"
"DB00804"
"DB00808"
"DB00811"
"DB00813"
"DB00814"
"DB00818"
"DB00819"
"DB00831"
"DB00834"
"DB00835"
"DB00838"
"DB00839"
"DB00844"
"DB00846"
"DB00850"
"DB00851"
"DB00854"
"DB00860"
"DB00861"
"DB00862"
"DB00871"
"DB00875"
"DB00876"
"DB00877"
"DB00880"
"DB00881"
"DB00883"
"DB00887"
"DB00889"
"DB00896"
"DB00899"
"DB00903"
"DB00904"
"DB00908"
"DB00912"
"DB00915"
"DB00916"
"DB00921"
"DB00924"
"DB00927"
"DB00934"
"DB00938"
"DB00949"
"DB00950"
"DB00956"
"DB00957"
"DB00959"
"DB00960"
"DB00964"
"DB00966"
"DB00967"
"DB00968"
"DB00969"
"DB00972"
"DB00975"
"DB00976"
"DB00977"
"DB00979"
"DB00980"
"DB00983"
"DB00985"
"DB00986"
"DB00991"
"DB00994"
"DB00997"
"DB00999"
"DB01001"
"DB01009"
"DB01013"
"DB01015"
"DB01016"
"DB01018"
"DB01020"
"DB01021"
"DB01023"
"DB01026"
"DB01029"
"DB01035"
"DB01036"
"DB01037"
"DB01041"
"DB01047"
"DB01050"
"DB01059"
"DB01062"
"DB01067"
"DB01069"
"DB01072"
"DB01075"
"DB01082"
"DB01087"
"DB01088"
"DB01100"
"DB01104"
"DB01106"
"DB01113"
"DB01114"
"DB01115"
"DB01118"
"DB01119"
"DB01120"
"DB01124"
"DB01130"
"DB01132"
"DB01136"
"DB01137"
"DB01142"
"DB01144"
"DB01148"
"DB01149"
"DB01151"
"DB01155"
"DB01158"
"DB01162"
"DB01165"
"DB01166"
"DB01167"
"DB01168"
"DB01169"
"DB01171"
"DB01172"
"DB01173"
"DB01174"
"DB01175"
"DB01176"
"DB01182"
"DB01184"
"DB01185"
"DB01192"
"DB01193"
"DB01195"
"DB01197"
"DB01200"
"DB01203"
"DB01208"
"DB01210"
"DB01211"
"DB01214"
"DB01222"
"DB01223"
"DB01224"
"DB01232"
"DB01233"
"DB01234"
"DB01235"
"DB01238"
"DB01240"
"DB01242"
"DB01247"
"DB01251"
"DB01261"
"DB01263"
"DB01264"
"DB01265"
"DB01267"
"DB01268"
"DB01274"
"DB01275"
"DB01276"
"DB01277"
"DB01278"
"DB01285"
"DB01294"
"DB01306"
"DB01307"
"DB01309"
"DB01319"
"DB01320"
"DB01340"
"DB01351"
"DB01353"
"DB01356"
"DB01357"
"DB01359"
"DB01367"
"DB01380"
"DB01395"
"DB01397"
"DB01399"
"DB01406"
"DB01409"
"DB01551"
"DB01577"
"DB01590"
"DB01591"
"DB01600"
"DB01601"
"DB01612"
"DB01621"
"DB01623"
"DB02546"
"DB04574"
"DB04843"
"DB04855"
"DB04861"
"DB04868"
"DB04876"
"DB04896"
"DB04899"
"DB04920"
"DB04946"
"DB05294"
"DB06203"
"DB06204"
"DB06209"
"DB06212"
"DB06216"
"DB06282"
"DB06287"
"DB06292"
"DB06335"
"DB06402"
"DB06412"
"DB06589"
"DB06603"
"DB06616"
"DB06655"
"DB06663"
"DB06674"
"DB06684"
"DB06692"
"DB06700"
"DB06702"
"DB06708"
"DB06710"
"DB06786"
"DB06788"
"DB06791"
"DB06822"
"DB08815"
"DB08816"
"DB08822"
"DB08864"
"DB08868"
"DB08871"
"DB08882"
"DB08893"
"DB08897"
"DB08903"
"DB08906"
"DB08907"
"DB08910"
"DB08912"
"DB08918"
"DB08931"
"DB08941"
"DB08976"
"DB09026"
"DB09038"
"DB09039"
"DB09042"
"DB09043"
"DB09045"
"DB09046"
"DB09068"
"DB09071"
"DB09076"
"DB09077"
"DB09078"
"DB09080"
"DB09082"
"DB09083"
"DB09118"
"DB09128"
"DB09300"
"DB09310"
"DB09330"
"DB09477"
"DB09555"
"DB09564"
"DB00121"
"DB00122"
"DB00125"
"DB00128"
"DB00130"
"DB00131"
"DB00133"
"DB00136"
"DB00137"
"DB00139"
"DB00140"
"DB00142"
"DB00182"
"DB00191"
"DB00319"
"DB00364"
"DB00415"
"DB00417"
"DB00460"
"DB00485"
"DB00578"
"DB00581"
"DB00653"
"DB00707"
"DB00713"
"DB00746"
"DB00865"
"DB00948"
"DB01000"
"DB01053"
"DB01060"
"DB01061"
"DB01070"
"DB01147"
"DB01156"
"DB01255"
"DB01377"
"DB01576"
"DB01579"
"DB01602"
"DB01603"
"DB01607"
"DB06723"
"DB06724"
"DB08795"
"DB09104"
"DB09267"
"DB09407"
"DB00507"
"DB00509"
"DB00517"
"DB00525"
"DB00527"
"DB00649"
"DB09183"
"DB00659"
"DB00663"
"DB00667"
"DB00670"
"DB00680"
"DB00685"
"DB01139"
"DB01326"
"DB01328"
"DB01329"
"DB01332"
"DB01333"
"DB01437"
"DB01563"
"DB06820"
"DB07615"
"DB09265"
"DB09281"
"DB00827"
"DB00828"
"DB00845"
"DB00856"
"DB00858"
"DB00868"
"DB00873"
"DB00874"
"DB00963"
"DB09235"
"DB01044"
"DB01056"
"DB01077"
"DB01079"
"DB01084"
"DB09324"
"DB09325"
"DB09331"
"DB09332"
"DB09343"
"DB09345"
"DB09350"
"DB09351"
"DB09352"
"DB09353"
"DB09357"
"DB09389"
"DB09396"
"DB09449"
"DB09462"
"DB09468"
"DB09469"
"DB09472"
"DB09481"
"DB09485"
"DB09488"
"DB09496"
"DB09499"
"DB09512"
"DB09525"
"DB09526"
"DB09543"
"DB09552"
"DB09559"
"DB09568"
"DB09571"
"DB00198"
"DB00200"
"DB00203"
"DB00205"
"DB00210"
"DB00238"
"DB00250"
"DB00257"
"DB00314"
"DB00360"
"DB00545"
"DB00549"
"DB00585"
"DB00595"
"DB00602"
"DB00637"
"DB00706"
"DB00770"
"DB00781"
"DB00847"
"DB00863"
"DB00900"
"DB00910"
"DB00981"
"DB01010"
"DB01048"
"DB01057"
"DB01058"
"DB01066"
"DB01111"
"DB01126"
"DB01190"
"DB01218"
"DB01256"
"DB01400"
"DB01411"
"DB01427"
"DB01627"
"DB04845"
"DB04938"
"DB05239"
"DB06148"
"DB06176"
"DB06237"
"DB06626"
"DB08439"
"DB08826"
"DB08867"
"DB08875"
"DB08901"
"DB08909"
"DB08930"
"DB08932"
"DB08934"
"DB09074"
"DB09143"
"DB09262"
"DB00347"
"DB00348"
"DB00353"
"DB00354"
"DB00355"
"DB00362"
"DB00380"
"DB00481"
"DB00532"
"DB00599"
"DB00721"
"DB00832"
"DB00849"
"DB01099"
"DB01262"
"DB01436"
"DB05015"
"DB06777"
"DB00419"
"DB00426"
"DB00431"
"DB00432"
"DB00442"
"DB00447"
"DB00709"
"DB01282"
"DB00548"
"DB00551"
"DB00558"
"DB00560"
"DB00566"
"DB00568"
"DB00740"
"DB09322"
"DB00751"
"DB00756"
"DB00772"
"DB01025"
"DB01031"
"DB09269"
"DB01361"
"DB01382"
"DB01410"
"DB01420"
"DB01421"
"DB01428"
"DB09020"
"DB01429"
"DB01430"
"DB01433"
"DB01452"
"DB01545"
"DB01550"
"DB01580"
"DB06713"
"DB06718"
"DB06720"
"DB06725"
"DB06742"
"DB06756"
"DB06760"
"DB06766"
"DB06768"
"DB06770"
"DB06771"
"DB06774"
"DB06783"
"DB06794"
"DB06803"
"DB06809"
"DB06811"
"DB06823"
"DB08917"
"DB08984"
"DB08993"
"DB08998"
"DB09014"
"DB09016"
"DB09031"
"DB09037"
"DB09040"
"DB09041"
"DB09047"
"DB09051"
"DB09081"
"DB09084"
"DB09087"
"DB09093"
"DB09105"
"DB09109"
"DB09110"
"DB09114"
"DB09115"
"DB09127"
"DB01588"
"DB01599"
"DB01615"
"DB01619"
"DB01625"
"DB01626"
"DB03166"
"DB03209"
"DB03255"
"DB03256"
"DB03404"
"DB03843"
"DB03856"
"DB03904"
"DB04077"
"DB04398"
"DB04455"
"DB04465"
"DB04575"
"DB04786"
"DB04824"
"DB04846"
"DB04878"
"DB04890"
"DB04895"
"DB04930"
"DB04931"
"DB04932"
"DB04941"
"DB04942"
"DB04948"
"DB05013"
"DB05016"
"DB05265"
"DB05266"
"DB05311"
"DB05332"
"DB05336"
"DB05630"
"DB06016"
"DB06147"
"DB06151"
"DB06155"
"DB06186"
"DB06219"
"DB06243"
"DB06255"
"DB06267"
"DB06285"
"DB06317"
"DB06366"
"DB06439"
"DB06612"
"DB06614"
"DB06650"
"DB06691"
"DB06694"
"DB11320"
"DB11362"
"DB11363"
"DB11365"
"DB11560"
"DB11591"
"DB11563"
"DB11569"
"DB11574"
"DB11575"
"DB11581"
"DB11582"
"DB11595"
"DB11596"
"DB11606"
"DB11608"
