"drugid"	"smiles"
"DB09323"	"[H][N+]([H])(CC[N+]([H])([H])CC1=CC=CC=C1)CC1=CC=CC=C1.[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)CC1=CC=CC=C1)C([O-])=O.[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)CC1=CC=CC=C1)C([O-])=O"
"DB00995"	"CCP(CC)(CC)=[Au]S[C@@H]1O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]1OC(C)=O"
"DB00523"	"CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CC(O)=O"
"DB00435"	"[N]=O"
"DB00518"	"CCCSC1=CC2=C(C=C1)N=C(NC(=O)OC)N2"
"DB00698"	"[O-][N+](=O)C1=CC=C(O1)C=N/N1CC(=O)NC1=O"
"DB00759"	"[H][C@@]12C[C@@]3([H])C(=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@H]2N(C)C)C(=O)C1=C(O)C=CC=C1[C@@]3(C)O"
"DB00776"	"NC(=O)N1C2=CC=CC=C2CC(=O)C2=CC=CC=C12"
"DB00836"	"CN(C)C(=O)C(CCN1CCC(O)(CC1)C1=CC=C(Cl)C=C1)(C1=CC=CC=C1)C1=CC=CC=C1"
"DB01435"	"CN1N(C(=O)C=C1C)C1=CC=CC=C1"
"DB01438"	"NC1=NC(N)=C(C=C1)N=NC1=CC=CC=C1"
"DB09570"	"[H][C@@](CC(C)C)(N=C(O)CN=C(O)C1=C(Cl)C=CC(Cl)=C1)B(O)O"
"DB00760"	"[H][C@]1([C@@H](C)O)C(=O)N2C(C(O)=O)=C(S[C@@H]3CN[C@@H](C3)C(=O)N(C)C)[C@H](C)[C@]12[H]"
"DB01004"	"NC1=NC2=C(N=CN2COC(CO)CO)C(=O)N1"
"DB00536"	"NC(N)=N"
"DB00859"	"[H][C@](N)(C(O)=O)C(C)(C)S"
"DB01003"	"OC(COC1=CC=CC2=C1C(=O)C=C(O2)C(O)=O)COC1=CC=CC2=C1C(=O)C=C(O2)C(O)=O"
"DB01007"	"ClC1=C(COC(CN2C=CN=C2)C2=C(Cl)C=C(Cl)C=C2)C=CS1"
"DB01019"	"CC(C[N+](C)(C)C)OC(N)=O"
"DB01085"	"CC[C@H]1[C@@H](CC2=CN=CN2C)COC1=O"
"DB02300"	"O[C@H](C=C[C@@H](C)[C@@]1([H])CC[C@@]2([H])C(CCC[C@]12C)=CC=C1C[C@@H](O)C[C@H](O)C1=C)C1CC1"
"DB00855"	"NCC(=O)CCC(O)=O"
"DB01413"	"CON=C(/C(=O)N[C@@H]1C(=O)N2[C@]1([H])SCC(C[N+]1(C)CCCC1)=C2C([O-])=O)C1=CSC(N)=N1"
"DB09321"	"O=[Zn]"
"DB00211"	"COC1=CC(C(O)CNC(=O)CN)=C(OC)C=C1"
"DB00213"	"COC1=C(OC)C(CS(=O)C2=NC3=C(N2)C=C(OC(F)F)C=C3)=NC=C1"
"DB00216"	"CN1CCC[C@@H]1CC1=CNC2=C1C=C(CCS(=O)(=O)C1=CC=CC=C1)C=C2"
"DB00349"	"CN1C2=C(C=C(Cl)C=C2)N(C2=CC=CC=C2)C(=O)CC1=O"
"DB00356"	"ClC1=CC2=C(OC(=O)N2)C=C1"
"DB00371"	"CCCC(C)(COC(N)=O)COC(N)=O"
"DB00377"	"[H][C@@]12CCCC3=C1C(=CC=C3)C(=O)N(C2)[C@@H]1CN2CCC1CC2"
"DB00422"	"COC(=O)C(C1CCCCN1)C1=CC=CC=C1"
"DB00423"	"COC1=CC=CC=C1OCC(O)COC(N)=O"
"DB00425"	"CN(C)C(=O)CC1=C(N=C2C=CC(C)=CN12)C1=CC=C(C)C=C1"
"DB00437"	"O=C1N=CN=C2NNC=C12"
"DB00448"	"CC1=C(OCC(F)(F)F)C=CN=C1CS(=O)C1=NC2=CC=CC=C2N1"
"DB00449"	"CNCC(O)C1=CC(OC(=O)C(C)(C)C)=C(OC(=O)C(C)(C)C)C=C1"
"DB00490"	"O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(CC1)C1=NC=CC=N1"
"DB00501"	"CN=C(NCCSCC1=C(C)NC=N1)NC#N"
"DB00508"	"CN(C)CCCN1C2=CC=CC=C2SC2=C1C=C(C=C2)C(F)(F)F"
"DB00530"	"COCCOC1=C(OCCOC)C=C2C(NC3=CC=CC(=C3)C#C)=NC=NC2=C1"
"DB00553"	"COC1=C2OC(=O)C=CC2=CC2=C1OC=C2"
"DB00561"	"CCN1CC(CCN2CCOCC2)C(C1=O)(C1=CC=CC=C1)C1=CC=CC=C1"
"DB00660"	"CC1=CC(OCC2CNC(=O)O2)=CC(C)=C1"
"DB00669"	"CNS(=O)(=O)CC1=CC2=C(NC=C2CCN(C)C)C=C1"
"DB00683"	"CC1=NC=C2CN=C(C3=CC=CC=C3F)C3=C(C=CC(Cl)=C3)N12"
"DB00690"	"CCN(CC)CCN1C2=C(C=C(Cl)C=C2)C(=NCC1=O)C1=CC=CC=C1F"
"DB00696"	"[H][C@@]12CCCN1C(=O)[C@H](CC1=CC=CC=C1)N1C(=O)[C@](C)(NC(=O)[C@H]3CN(C)[C@]4([H])CC5=CNC6=CC=CC(=C56)C4=C3)O[C@@]21O"
"DB00754"	"CCN1C(=O)NC(C1=O)C1=CC=CC=C1"
"DB00761"	"[Cl-].[K+]"
"DB00765"	"C[C@](N)(CC1=CC=C(O)C=C1)C(O)=O"
"DB00767"	"CCN(CC)C(=O)C1CN2CCC3=CC(OC)=C(OC)C=C3C2CC1OC(C)=O"
"DB00771"	"C[N@@+]12CC[C@@H](CC1)C(C2)OC(=O)C(O)(C1=CC=CC=C1)C1=CC=CC=C1"
"DB00774"	"NS(=O)(=O)C1=CC2=C(NCNS2(=O)=O)C=C1C(F)(F)F"
"DB00829"	"CN1C2=C(C=C(Cl)C=C2)C(=NCC1=O)C1=CC=CC=C1"
"DB00830"	"CC1NCCOC1C1=CC=CC=C1"
"DB00841"	"CC(CCC1=CC=C(O)C=C1)NCCC1=CC(O)=C(O)C=C1"
"DB00842"	"OC1N=C(C2=CC=CC=C2)C2=C(NC1=O)C=CC(Cl)=C2"
"DB00852"	"CN[C@@H](C)[C@@H](O)C1=CC=CC=C1"
"DB00857"	"CN(CC=CC#CC(C)(C)C)CC1=CC=CC2=CC=CC=C12"
"DB00867"	"C[C@H](NCCC1=CC=C(O)C=C1)[C@H](O)C1=CC=C(O)C=C1"
"DB00869"	"CCN[C@H]1C[C@H](C)S(=O)(=O)C2=C1C=C(S2)S(N)(=O)=O"
"DB00996"	"NCC1(CC(O)=O)CCCCC1"
"DB00998"	"CN[C@@H]1CCC2=C(C1)C1=C(N2)C=CC(=C1)C(N)=O"
"DB01006"	"N#CC1=CC=C(C=C1)C(N1C=NC=N1)C1=CC=C(C=C1)C#N"
"DB01017"	"[H][C@@]12CC3=C(C(O)=CC=C3N(C)C)C(=O)C1=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@]1([H])C2"
"DB01049"	"CS(O)(=O)=O.[H][C@@]12CCCN1C(=O)[C@H](C)N1C(=O)[C@](NC(=O)[C@H]3CN(C)[C@]4([H])CC5=CNC6=CC=CC(=C56)[C@@]4([H])C3)(O[C@@]21O)C(C)C"
"DB01063"	"CC(=O)C1=CC=C2SC3=C(C=CC=C3)N(CCCN3CCN(CCO)CC3)C2=C1"
"DB01064"	"CC(C)NCC(O)C1=CC(O)=C(O)C=C1"
"DB01068"	"[O-][N+](=O)C1=CC2=C(NC(=O)CN=C2C2=CC=CC=C2Cl)C=C1"
"DB01080"	"NC(CCC(O)=O)C=C"
"DB01081"	"CCOC(=O)C1(CCN(CCC(C#N)(C2=CC=CC=C2)C2=CC=CC=C2)CC1)C1=CC=CC=C1"
"DB01365"	"CNC(C)(C)CC1=CC=CC=C1"
"DB01440"	"OCCCC([O-])=O"
"DB01501"	"OC(=O)C1(CCN(CCC(C#N)(C2=CC=CC=C2)C2=CC=CC=C2)CC1)C1=CC=CC=C1"
"DB06701"	"COC(=O)[C@@H]([C@H]1CCCCN1)C1=CC=CC=C1"
"DB06707"	"C[C@H](N)[C@H](O)C1=CC(O)=C(O)C=C1"
"DB06711"	"C(C1=NCCN1)C1=CC=CC2=CC=CC=C12"
"DB06715"	"[K+].[I-]"
"DB00357"	"CCC1(CCC(=O)NC1=O)C1=CC=C(N)C=C1"
"DB01046"	"[H][C@@]12CC(=O)[C@@H](CCCCCCC(O)=O)[C@@]1([H])CC[C@@](O)(O2)C(F)(F)CCCC"
"DB00826"	"C[C@H]1OC(O[C@@H]2C[C@@H]3O[C@@](O)(C[C@H](O)[C@H]3C(O)=O)C[C@@H](O)C[C@H]3O[C@@H]3C=CC(=O)O[C@H](C)CC=CC=CC=CC=C2)[C@@H](O)[C@@H](N)[C@@H]1O"
"DB08792"	"CN(C(=O)C(Cl)Cl)C1=CC=C(OC(=O)C2=CC=CO2)C=C1"
"DB08797"	"NC(=O)C1=CC=CC=C1O"
"DB08799"	"C(N(CC1=CC=CC=C1)C1=CC=CC=C1)C1=NCCN1"
"DB08804"	"CCCCCCCCCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@]12C"
"DB08806"	"CC(=O)OCC(=O)NCCCOC1=CC=CC(CN2CCCCC2)=C1"
"DB08808"	"CC1=CC(OCC(O)CNC(C)(C)C)=C(Cl)C=C1"
"DB00014"	"CC(C)C[C@H](NC(=O)[C@@H](COC(C)(C)C)NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CNC2=CC=CC=C12)NC(=O)[C@H](CC1=CN=CN1)NC(=O)[C@@H]1CCC(=O)N1)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N1CCC[C@H]1C(=O)NNC(N)=O"
"DB00035"	"NC(=O)CC[C@@H]1NC(=O)[C@H](CC2=CC=CC=C2)NC(=O)[C@H](CC2=CC=C(O)C=C2)NC(=O)CCSSC[C@H](NC(=O)[C@H](CC(N)=O)NC1=O)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCNC(N)=N)C(=O)NCC(N)=O"
"DB00196"	"OC(CN1C=NC=N1)(CN1C=NC=N1)C1=C(F)C=C(F)C=C1"
"DB00199"	"CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O"
"DB00201"	"CN1C=NC2=C1C(=O)N(C)C(=O)N2C"
"DB00204"	"CN(CCOC1=CC=C(NS(C)(=O)=O)C=C1)CCC1=CC=C(NS(C)(=O)=O)C=C1"
"DB00206"	"[H][C@]12C[C@@H](OC(=O)C3=CC(OC)=C(OC)C(OC)=C3)[C@H](OC)[C@@H](C(=O)OC)[C@@]1([H])C[C@@]1([H])N(CCC3=C1NC1=C3C=CC(OC)=C1)C2"
"DB00207"	"CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O"
"DB00208"	"ClC1=CC=CC=C1CN1CCC2=C(C1)C=CS2"
"DB00209"	"OC(C(=O)OC1CC2CCC(C1)[N+]21CCCC1)(C1=CC=CC=C1)C1=CC=CC=C1"
"DB00214"	"CC(C)NC(=O)NS(=O)(=O)C1=C(NC2=CC=CC(C)=C2)C=CN=C1"
"DB00215"	"CN(C)CCCC1(OCC2=C1C=CC(=C2)C#N)C1=CC=C(F)C=C1"
"DB00218"	"[H][C@]12CN(C[C@@]1([H])NCCC2)C1=C(F)C=C2C(=O)C(=CN(C3CC3)C2=C1OC)C(O)=O"
"DB00220"	"[H][C@@]12CCCC[C@]1([H])CN(C[C@@H](O)[C@H](CSC1=CC=CC=C1)NC(=O)C1=C(C)C(O)=CC=C1)[C@@H](C2)C(=O)NC(C)(C)C"
"DB00341"	"OC(=O)COCCN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=C(Cl)C=C1"
"DB00343"	"COC1=CC=C(C=C1)[C@@H]1SC2=CC=CC=C2N(CCN(C)C)C(=O)[C@@H]1OC(C)=O"
"DB00344"	"CNCCCC1C2=CC=CC=C2C=CC2=CC=CC=C12"
"DB00346"	"COC1=C(OC)C=C2C(N)=NC(=NC2=C1)N(C)CCCNC(=O)C1CCCO1"
"DB00350"	"NC1=CC(=NC(N)=[N+]1[O-])N1CCCCC1"
"DB00351"	"[H][C@@]12CC[C@](OC(C)=O)(C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])C=CC2=CC(=O)CC[C@]12C"
"DB00358"	"OC(C1CCCCN1)C1=CC(=NC2=C1C=CC=C2C(F)(F)F)C(F)(F)F"
"DB00359"	"NC1=CC=C(C=C1)S(=O)(=O)NC1=NC=CC=N1"
"DB00363"	"CN1CCN(CC1)C1=NC2=CC(Cl)=CC=C2NC2=CC=CC=C12"
"DB00366"	"CN(C)CCOC(C)(C1=CC=CC=C1)C1=CC=CC=N1"
"DB00367"	"[H][C@@]12CC[C@@](O)(C#C)[C@@]1(CC)CC[C@]1([H])[C@@]3([H])CCC(=O)C=C3CC[C@@]21[H]"
"DB00370"	"CN1CCN2C(C1)C1=CC=CC=C1CC1=C2N=CC=C1"
"DB00373"	"CC(C)(C)NCC(O)COC1=NSN=C1N1CCOCC1"
"DB00376"	"OC(CCN1CCCCC1)(C1CCCCC1)C1=CC=CC=C1"
"DB00379"	"CC(N)COC1=C(C)C=CC=C1C"
"DB00414"	"CC(=O)C1=CC=C(C=C1)S(=O)(=O)NC(=O)NC1CCCCC1"
"DB00418"	"CCCC(C)C1(CC=C)C(=O)NC(=O)NC1=O"
"DB00420"	"CN(C)CCCN1C2=CC=CC=C2SC2=CC=CC=C12"
"DB00421"	"[H][C@@]12CC[C@@]3(CCC(=O)O3)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])[C@@]([H])(CC2=CC(=O)CC[C@]12C)SC(C)=O"
"DB00424"	"CN1[C@H]2CC[C@@H]1C[C@@H](C2)OC(=O)[C@H](CO)C1=CC=CC=C1"
"DB00427"	"CC1=CC=C(C=C1)C(=C/CN1CCCC1)C1=CC=CC=N1"
"DB00433"	"CN1CCN(CCCN2C3=CC=CC=C3SC3=C2C=C(Cl)C=C3)CC1"
"DB00434"	"CN1CCC(CC1)=C1C2=CC=CC=C2C=CC2=CC=CC=C12"
"DB00436"	"NS(=O)(=O)C1=CC2=C(NC(CC3=CC=CC=C3)NS2(=O)=O)C=C1C(F)(F)F"
"DB00440"	"COC1=CC(CC2=CN=C(N)N=C2N)=CC(OC)=C1OC"
"DB00443"	"[H][C@@]12C[C@H](C)[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C"
"DB00450"	"FC1=CC=C(C=C1)C(=O)CCCN1CCC(=CC1)N1C(=O)NC2=CC=CC=C12"
"DB00489"	"CC(C)NCC(O)C1=CC=C(NS(C)(=O)=O)C=C1"
"DB00491"	"OCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO"
"DB00492"	"CCC(=O)OC(OP(=O)(CCCCC1=CC=CC=C1)CC(=O)N1C[C@@H](C[C@H]1C(O)=O)C1CCCCC1)C(C)C"
"DB00494"	"CCN(CC)C(=O)C(=CC1=CC(=C(O)C(O)=C1)[N+]([O-])=O)C#N"
"DB00495"	"CC1=CN([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)C(=O)NC1=O"
"DB00496"	"NC(=O)C([C@@H]1CCN(CCC2=CC3=C(OCC3)C=C2)C1)(C1=CC=CC=C1)C1=CC=CC=C1"
"DB00497"	"[H][C@@]12OC3=C(OC)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1(O)CCC2=O"
"DB00499"	"CC(C)C(=O)NC1=CC(=C(C=C1)[N+]([O-])=O)C(F)(F)F"
"DB00500"	"CN1C(CC(O)=O)=CC=C1C(=O)C1=CC=C(C)C=C1"
"DB00502"	"OC1(CCN(CCCC(=O)C2=CC=C(F)C=C2)CC1)C1=CC=C(Cl)C=C1"
"DB00503"	"CC(C)[C@H](NC(=O)N(C)CC1=CSC(=N1)C(C)C)C(=O)N[C@H](C[C@H](O)[C@H](CC1=CC=CC=C1)NC(=O)OCC1=CN=CS1)CC1=CC=CC=C1"
"DB00514"	"[H][C@]12CC3=C(C=C(OC)C=C3)[C@@]3(CCCC[C@]13[H])CCN2C"
"DB00519"	"[H][C@@]12C[C@H](N(C(=O)[C@H](C)N[C@@H](CCC3=CC=CC=C3)C(=O)OCC)[C@@]1([H])CCCC2)C(O)=O"
"DB00521"	"CC(C)(C)NCC(O)COC1=CC=CC2=C1CCC(=O)N2"
"DB00524"	"CC1NC2=CC(Cl)=C(C=C2C(=O)N1C1=CC=CC=C1C)S(N)(=O)=O"
"DB00529"	"OC(=O)P(O)(O)=O"
"DB00537"	"OC(=O)C1=CN(C2CC2)C2=CC(N3CCNCC3)=C(F)C=C2C1=O"
"DB00539"	"CN(C)CCOC1=CC=C(C=C1)C(=C(CCCl)C1=CC=CC=C1)C1=CC=CC=C1"
"DB00540"	"CNCCC=C1C2=CC=CC=C2CCC2=CC=CC=C12"
"DB00542"	"CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@H]1CCC2=CC=CC=C2N(CC(O)=O)C1=O"
"DB00543"	"ClC1=CC2=C(OC3=CC=CC=C3N=C2N2CCNCC2)C=C1"
"DB00547"	"[H][C@@]12C[C@@H](C)[C@H](C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C"
"DB00554"	"CN1C(C(=O)NC2=NC=CC=C2)=C(O)C2=C(C=CC=C2)S1(=O)=O"
"DB00555"	"NC1=NC(N)=C(N=N1)C1=C(Cl)C(Cl)=CC=C1"
"DB00557"	"OCCOCCN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=C(Cl)C=C1"
"DB00564"	"NC(=O)N1C2=CC=CC=C2C=CC2=CC=CC=C12"
"DB00571"	"CC(C)NCC(O)COC1=CC=CC2=CC=CC=C12"
"DB00572"	"CN1[C@H]2CC[C@@H]1C[C@@H](C2)OC(=O)C(CO)C1=CC=CC=C1"
"DB00661"	"COC1=C(OC)C=C(CCN(C)CCCC(C#N)(C(C)C)C2=CC(OC)=C(OC)C=C2)C=C1"
"DB00662"	"COC1=CC(=CC(OC)=C1OC)C(=O)NCC1=CC=C(OCCN(C)C)C=C1"
"DB00668"	"CNC[C@H](O)C1=CC(O)=C(O)C=C1"
"DB00672"	"CCCNC(=O)NS(=O)(=O)C1=CC=C(Cl)C=C1"
"DB00674"	"[H][C@]12C[C@@H](O)C=C[C@]11CCN(C)CC3=C1C(O2)=C(OC)C=C3"
"DB00675"	"CCC(=C(/C1=CC=CC=C1)C1=CC=C(OCCN(C)C)C=C1)C1=CC=CC=C1"
"DB00678"	"CCCCC1=NC(Cl)=C(CO)N1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NNN=N1"
"DB00679"	"CSC1=CC2=C(SC3=CC=CC=C3N2CCC2CCCCN2C)C=C1"
"DB00684"	"NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](N)C[C@@H]1O"
"DB00687"	"[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)CC[C@]12C"
"DB00691"	"CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N1CC2=CC(OC)=C(OC)C=C2C[C@H]1C(O)=O"
"DB00695"	"NS(=O)(=O)C1=C(Cl)C=C(NCC2=CC=CO2)C(=C1)C(O)=O"
"DB00697"	"ClC1=C(NC2=NCCN2)C2=NSN=C2C=C1"
"DB00700"	"[H][C@@]12CC[C@@]3(CCC(=O)O3)[C@@]1(C)C[C@H]1O[C@@]11[C@@]2([H])[C@@H](CC2=CC(=O)CC[C@]12C)C(=O)OC"
"DB00742"	"OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO"
"DB00747"	"CN1[C@H]2C[C@@H](C[C@@H]1[C@H]1O[C@@H]21)OC(=O)[C@H](CO)C1=CC=CC=C1"
"DB00748"	"CN(C)CCOC(C1=CC=C(Cl)C=C1)C1=CC=CC=N1"
"DB00749"	"CCC1=C2NC3=C(CCOC3(CC)CC(O)=O)C2=CC=C1"
"DB00752"	"N[C@@H]1CC1C1=CC=CC=C1"
"DB00757"	"[H][C@]12CC(CC3CC(C1)C(=O)CN23)OC(=O)C1=CNC2=CC=CC=C12"
"DB00758"	"[H][C@@](N1CCC2=C(C1)C=CS2)(C(=O)OC)C1=CC=CC=C1Cl"
"DB00764"	"[H][C@@]12C[C@@H](C)[C@](O)(C(=O)CCl)[C@@]1(C)C[C@H](O)[C@@]1(Cl)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C"
"DB00768"	"CN(C)CCC=C1C2=CC=CC=C2COC2=C1C=C(CC(O)=O)C=C2"
"DB00775"	"CCCCS(=O)(=O)N[C@@H](CC1=CC=C(OCCCCC2CCNCC2)C=C1)C(O)=O"
"DB00780"	"NNCCC1=CC=CC=C1"
"DB00782"	"CC(C)[N+](C)(CCOC(=O)C1C2=CC=CC=C2OC2=CC=CC=C12)C(C)C"
"DB00783"	"[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3"
"DB00784"	"CC1=C(C)C(NC2=CC=CC=C2C(O)=O)=CC=C1"
"DB00831"	"CN1CCN(CCCN2C3=CC=CC=C3SC3=C2C=C(C=C3)C(F)(F)F)CC1"
"DB00834"	"[H][C@@]12CC[C@@](O)(C#CC)[C@@]1(C)C[C@H](C1=CC=C(C=C1)N(C)C)C1=C3CCC(=O)C=C3CC[C@@]21[H]"
"DB00835"	"CN(C)CCC(C1=CC=C(Br)C=C1)C1=CC=CC=N1"
"DB00838"	"[H][C@@]12C[C@@H](C)[C@H](C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1(Cl)[C@@]2([H])C[C@H](F)C2=CC(=O)C=C[C@]12C"
"DB00839"	"CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NN1CCCCCC1"
"DB00844"	"O[C@H]1CC[C@@]2(O)[C@H]3CC4=CC=C(O)C5=C4[C@@]2(CCN3CC2CCC2)[C@H]1O5"
"DB00846"	"[H][C@@]12C[C@@]3([H])[C@]4([H])C[C@]([H])(F)C5=CC(=O)CC[C@]5(C)[C@@]4([H])[C@@H](O)C[C@]3(C)[C@@]1(OC(C)(C)O2)C(=O)CO"
"DB00850"	"OCCN1CCN(CCCN2C3=CC=CC=C3SC3=C2C=C(Cl)C=C3)CC1"
"DB00851"	"CN(C)N=NC1=C(N=CN1)C(N)=O"
"DB00854"	"[H][C@@]12CCCC[C@@]11CCN(C)[C@@H]2CC2=C1C=C(O)C=C2"
"DB00860"	"[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C"
"DB00861"	"OC(=O)C1=C(O)C=CC(=C1)C1=C(F)C=C(F)C=C1"
"DB00862"	"CCCC1=NC(C)=C2N1NC(=NC2=O)C1=C(OCC)C=CC(=C1)S(=O)(=O)N1CCN(CC)CC1"
"DB00871"	"CC(C)(C)NCC(O)C1=CC(O)=CC(O)=C1"
"DB00997"	"COC1=CC=CC2=C1C(=O)C1=C(O)C3=C(C[C@](O)(C[C@@H]3O[C@H]3C[C@H](N)[C@H](O)[C@H](C)O3)C(=O)CO)C(O)=C1C2=O"
"DB00999"	"NS(=O)(=O)C1=C(Cl)C=C2NCNS(=O)(=O)C2=C1"
"DB01001"	"CC(C)(C)NCC(O)C1=CC(CO)=C(O)C=C1"
"DB01009"	"CC(C(O)=O)C1=CC(=CC=C1)C(=O)C1=CC=CC=C1"
"DB01013"	"[H][C@@]12C[C@H](C)[C@](OC(=O)CC)(C(=O)CCl)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C"
"DB01015"	"CC1=CC(NS(=O)(=O)C2=CC=C(N)C=C2)=NO1"
"DB01016"	"COC1=C(C=C(Cl)C=C1)C(=O)NCCC1=CC=C(C=C1)S(=O)(=O)NC(=O)NC1CCCCC1"
"DB01018"	"NC(=N)NC(=O)CC1=C(Cl)C=CC=C1Cl"
"DB01020"	"[H][C@]12OC[C@@H](O[N+]([O-])=O)[C@@]1([H])OC[C@@H]2O"
"DB01021"	"NS(=O)(=O)C1=C(Cl)C=C2NC(NS(=O)(=O)C2=C1)C(Cl)Cl"
"DB01023"	"CCOC(=O)C1=C(C)NC(C)=C(C1C1=C(Cl)C(Cl)=CC=C1)C(=O)OC"
"DB01026"	"CC(=O)N1CCN(CC1)C1=CC=C(OCC2COC(CN3C=CN=C3)(O2)C2=CC=C(Cl)C=C2Cl)C=C1"
"DB01029"	"CCCCC1=NC2(CCCC2)C(=O)N1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NNN=N1"
"DB01035"	"CCN(CC)CCNC(=O)C1=CC=C(N)C=C1"
"DB01036"	"CC(C)N(CC[C@H](C1=CC=CC=C1)C1=C(O)C=CC(C)=C1)C(C)C"
"DB01037"	"CC(CC1=CC=CC=C1)N(C)CC#C"
"DB01041"	"O=C1N(C2CCC(=O)NC2=O)C(=O)C2=CC=CC=C12"
"DB01047"	"[H][C@@]12C[C@@]3([H])[C@]4([H])C[C@]([H])(F)C5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@@]1(OC(C)(C)O2)C(=O)COC(C)=O"
"DB01050"	"CC(C)CC1=CC=C(C=C1)C(C)C(O)=O"
"DB01059"	"CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(C=C12)N1CCNCC1"
"DB01062"	"CCN(CC)CC#CCOC(=O)C(O)(C1CCCCC1)C1=CC=CC=C1"
"DB01067"	"CC1=CN=C(C=N1)C(=O)NCCC1=CC=C(C=C1)S(=O)(=O)NC(=O)NC1CCCCC1"
"DB01069"	"CC(CN1C2=CC=CC=C2SC2=CC=CC=C12)N(C)C"
"DB01072"	"COC(=O)N[C@H](C(=O)N[C@@H](CC1=CC=CC=C1)[C@@H](O)CN(CC1=CC=C(C=C1)C1=CC=CC=N1)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)C(C)(C)C"
"DB01075"	"CN(C)CCOC(C1=CC=CC=C1)C1=CC=CC=C1"
"DB01082"	"CN[C@H]1[C@H](O)[C@@H](O)[C@H](CO)O[C@H]1O[C@H]1[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](NC(N)=N)[C@@H](O)[C@@H]2NC(N)=N)O[C@@H](C)[C@]1(O)C=O"
"DB01356"	"[Li+]"
"DB01357"	"[H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(OC)C=C3"
"DB01359"	"CC(C)(C)NC[C@H](O)COC1=CC=CC=C1C1CCCC1"
"DB01367"	"C#CCN[C@@H]1CCC2=CC=CC=C12"
