"umlsid"	"parent_id"
"C0018790"	"ndfrt:N0000001432"
"C0018790"	"ndfrt:N0000000689"
"C0018790"	"ndfrt:N0000000004"
"C0018916"	"ndfrt:N0000001451"
"C0018916"	"ndfrt:N0000002142"
"C0018916"	"ndfrt:N0000002129"
"C0018916"	"ndfrt:N0000002128"
"C0018916"	"ndfrt:N0000000004"
"C0019080"	"ndfrt:N0000001481"
"C0019080"	"ndfrt:N0000002338"
"C0019080"	"ndfrt:N0000002872"
"C0019080"	"ndfrt:N0000000004"
"C0019112"	"ndfrt:N0000001493"
"C0019112"	"ndfrt:N0000002578"
"C0019112"	"ndfrt:N0000001698"
"C0019112"	"ndfrt:N0000001320"
"C0019112"	"ndfrt:N0000000973"
"C0019112"	"ndfrt:N0000000004"
"C0019572"	"ndfrt:N0000001543"
"C0019572"	"ndfrt:N0000001399"
"C0019572"	"ndfrt:N0000002761"
"C0019572"	"ndfrt:N0000003573"
"C0019572"	"ndfrt:N0000000004"
"C0019880"	"meddra:10020365"
"C0019880"	"meddra:10021602"
"C0019880"	"meddra:10000196"
"C0019880"	"meddra:10046590"
"C0019880"	"meddra:10027424"
"C0019880"	"meddra:10021605"
"C0019880"	"meddra:10027433"
"C0019880"	"meddra:10010331"
"C0019880"	"meddra:10038359"
"C0020437"	"meddra:10005396"
"C0020437"	"meddra:10027637"
"C0020437"	"meddra:10047843"
"C0020437"	"meddra:10022891"
"C0020437"	"meddra:10006952"
"C0020437"	"meddra:10020583"
"C0020437"	"meddra:10020704"
"C0020437"	"meddra:10006975"
"C0020437"	"meddra:10013296"
"C0020437"	"meddra:10033949"
"C0020437"	"meddra:10014698"
"C0020437"	"meddra:10027433"
"C0020437"	"meddra:10020587"
"C0020458"	"meddra:10020642"
"C0020458"	"meddra:10018072"
"C0020458"	"meddra:10002982"
"C0020458"	"meddra:10040798"
"C0020458"	"meddra:10018073"
"C0020458"	"meddra:10018065"
"C0020458"	"meddra:10040785"
"C0020461"	"meddra:10020646"
"C0020461"	"meddra:10036451"
"C0020461"	"meddra:10014412"
"C0020461"	"meddra:10027433"
"C0020461"	"meddra:10020735"
"C0020461"	"meddra:10020647"
"C0020461"	"meddra:10020736"
"C0020517"	"meddra:10020751"
"C0020517"	"meddra:10027654"
"C0020517"	"meddra:10001708"
"C0020517"	"meddra:10021428"
"C0020517"	"meddra:10001718"
"C0020517"	"meddra:10020755"
"C0020517"	"meddra:10020759"
"C0020517"	"meddra:10020757"
"C0020517"	"meddra:10037948"
"C0020517"	"meddra:10001741"
"C0020517"	"meddra:10001719"
"C0020517"	"meddra:10001738"
"C0020517"	"meddra:10020756"
"C0020517"	"meddra:10021150"
"C0020517"	"meddra:10037932"
"C0020517"	"meddra:10048495"
"C0020538"	"meddra:10005747"
"C0020538"	"meddra:10019180"
"C0020538"	"meddra:10020424"
"C0020538"	"meddra:10020772"
"C0020538"	"meddra:10020774"
"C0020538"	"meddra:10057166"
"C0020538"	"meddra:10047065"
"C0020538"	"meddra:10020775"
"C0020538"	"meddra:10020782"
"C0019880"	"ndfrt:N0000001552"
"C0019880"	"ndfrt:N0000004169"
"C0019880"	"ndfrt:N0000000606"
"C0019880"	"ndfrt:N0000000605"
"C0019880"	"ndfrt:N0000000709"
"C0019880"	"ndfrt:N0000002159"
"C0019880"	"ndfrt:N0000000004"
"C0020437"	"ndfrt:N0000001577"
"C0020437"	"ndfrt:N0000000646"
"C0020437"	"ndfrt:N0000002004"
"C0020437"	"ndfrt:N0000002197"
"C0020437"	"ndfrt:N0000000004"
"C0020458"	"ndfrt:N0000001588"
"C0020458"	"ndfrt:N0000002867"
"C0020458"	"ndfrt:N0000002761"
"C0020458"	"ndfrt:N0000003573"
"C0020458"	"ndfrt:N0000000004"
"C0020461"	"ndfrt:N0000001590"
"C0020461"	"ndfrt:N0000003154"
"C0020461"	"ndfrt:N0000002004"
"C0020461"	"ndfrt:N0000002197"
"C0020461"	"ndfrt:N0000000004"
"C0020517"	"ndfrt:N0000001610"
"C0020517"	"ndfrt:N0000001668"
"C0020517"	"ndfrt:N0000000004"
"C0020538"	"ndfrt:N0000001616"
"C0020538"	"ndfrt:N0000003111"
"C0020538"	"ndfrt:N0000000689"
"C0020538"	"ndfrt:N0000000004"
"C0020550"	"meddra:10020850"
"C0020550"	"meddra:10043740"
"C0020550"	"meddra:10027428"
"C0020550"	"meddra:10000546"
"C0020550"	"meddra:10043739"
"C0020550"	"meddra:10014698"
"C0020550"	"meddra:10027433"
"C0020598"	"meddra:10005395"
"C0020598"	"meddra:10027637"
"C0020598"	"meddra:10047843"
"C0020598"	"meddra:10022891"
"C0020598"	"meddra:10020947"
"C0020598"	"meddra:10006975"
"C0020598"	"meddra:10013296"
"C0020598"	"meddra:10027433"
"C0020598"	"meddra:10020949"
"C0020598"	"meddra:10006951"
"C0020615"	"meddra:10020993"
"C0020615"	"meddra:10021001"
"C0020615"	"meddra:10018424"
"C0020615"	"meddra:10027433"
"C0020615"	"meddra:10014698"
"C0020615"	"meddra:10020996"
"C0020615"	"meddra:10021005"
"C0020615"	"meddra:10020998"
"C0020615"	"meddra:10021007"
"C0020621"	"meddra:10021015"
"C0020621"	"meddra:10036451"
"C0020621"	"meddra:10014412"
"C0020621"	"meddra:10027433"
"C0020621"	"meddra:10021017"
"C0020621"	"meddra:10021080"
"C0020621"	"meddra:10021020"
"C0020550"	"ndfrt:N0000001622"
"C0020550"	"ndfrt:N0000002942"
"C0020550"	"ndfrt:N0000001099"
"C0020550"	"ndfrt:N0000000004"
"C0020598"	"ndfrt:N0000001632"
"C0020598"	"ndfrt:N0000000646"
"C0020598"	"ndfrt:N0000002004"
"C0020598"	"ndfrt:N0000002197"
"C0020598"	"ndfrt:N0000000004"
"C0020615"	"ndfrt:N0000001635"
"C0020615"	"ndfrt:N0000011123"
"C0020615"	"ndfrt:N0000002004"
"C0020615"	"ndfrt:N0000002197"
"C0020615"	"ndfrt:N0000000004"
"C0020621"	"ndfrt:N0000001638"
"C0020621"	"ndfrt:N0000003154"
"C0020621"	"ndfrt:N0000002004"
"C0020621"	"ndfrt:N0000002197"
"C0020621"	"ndfrt:N0000000004"
"C0020621"	"meddra:10021018"
"C0020621"	"meddra:10021081"
"C0020621"	"meddra:10042817"
"C0020621"	"meddra:10024923"
"C0020621"	"meddra:10060423"
"C0020625"	"meddra:10005802"
"C0020625"	"meddra:10027637"
"C0020625"	"meddra:10047843"
"C0020625"	"meddra:10022891"
"C0020625"	"meddra:10021036"
"C0020625"	"meddra:10041273"
"C0020625"	"meddra:10014412"
"C0020625"	"meddra:10027433"
"C0020625"	"meddra:10041265"
"C0020625"	"meddra:10021037"
"C0020625"	"meddra:10021038"
"C0020625"	"meddra:10028670"
"C0020625"	"meddra:10041270"
"C0020625"	"meddra:10060494"
"C0020625"	"meddra:10024927"
"C0020625"	"meddra:10024930"
"C0020625"	"meddra:10042819"
"C0020625"	"meddra:10054863"
"C0020649"	"meddra:10005734"
"C0020649"	"meddra:10047110"
"C0020649"	"meddra:10007512"
"C0020649"	"meddra:10022891"
"C0020649"	"meddra:10021097"
"C0020649"	"meddra:10057181"
"C0020649"	"meddra:10011954"
"C0020649"	"meddra:10047065"
"C0020649"	"meddra:10005744"
"C0020649"	"meddra:10005753"
"C0020649"	"meddra:10013644"
"C0020649"	"meddra:10021099"
"C0020649"	"meddra:10021106"
"C0020649"	"meddra:10024895"
"C0020649"	"meddra:10024896"
"C0020649"	"meddra:10066331"
"C0020649"	"meddra:10003146"
"C0020649"	"meddra:10003169"
"C0020649"	"meddra:10005743"
"C0020649"	"meddra:10006064"
"C0020649"	"meddra:10006065"
"C0020649"	"meddra:10013645"
"C0020649"	"meddra:10016174"
"C0020649"	"meddra:10024982"
"C0020649"	"meddra:10036638"
"C0020651"	"meddra:10031127"
"C0020651"	"meddra:10057181"
"C0020651"	"meddra:10011954"
"C0020651"	"meddra:10047065"
"C0020651"	"meddra:10021100"
"C0020651"	"meddra:10021104"
"C0020651"	"meddra:10036433"
"C0021141"	"meddra:10053198"
"C0021141"	"meddra:10036361"
"C0021141"	"meddra:10001275"
"C0021141"	"meddra:10014412"
"C0021141"	"meddra:10021112"
"C0021141"	"meddra:10014698"
"C0021141"	"meddra:10027433"
"C0021141"	"meddra:10021586"
"C0021141"	"meddra:10042818"
"C0021141"	"meddra:10001270"
"C0021141"	"meddra:10001271"
"C0021141"	"meddra:10021585"
"C0021141"	"meddra:10021587"
"C0021141"	"meddra:10021598"
"C0021141"	"meddra:10040626"
"C0021141"	"meddra:10042828"
"C0021368"	"meddra:10021950"
"C0021368"	"meddra:10018073"
"C0021368"	"meddra:10018065"
"C0021368"	"meddra:10061218"
"C0021368"	"meddra:10021995"
"C0021368"	"meddra:10021961"
"C0020625"	"ndfrt:N0000001640"
"C0020625"	"ndfrt:N0000003154"
"C0020625"	"ndfrt:N0000002004"
"C0020625"	"ndfrt:N0000002197"
"C0020625"	"ndfrt:N0000000004"
"C0020649"	"ndfrt:N0000001649"
"C0020649"	"ndfrt:N0000003111"
"C0020649"	"ndfrt:N0000000689"
"C0020649"	"ndfrt:N0000000004"
"C0020651"	"ndfrt:N0000001650"
"C0020651"	"ndfrt:N0000001649"
"C0020651"	"ndfrt:N0000003111"
"C0020651"	"ndfrt:N0000000689"
"C0020651"	"ndfrt:N0000000004"
"C0021141"	"ndfrt:N0000001674"
"C0021141"	"ndfrt:N0000002407"
"C0021141"	"ndfrt:N0000001099"
"C0021141"	"ndfrt:N0000000004"
"C0021368"	"ndfrt:N0000001687"
"C0021368"	"ndfrt:N0000002338"
"C0021368"	"ndfrt:N0000002872"
"C0021368"	"ndfrt:N0000000004"
"C0021400"	"meddra:10022000"
"C0021400"	"meddra:10047483"
"C0021400"	"meddra:10022005"
"C0021400"	"meddra:10047438"
"C0021400"	"meddra:10024970"
"C0021400"	"meddra:10038738"
"C0021400"	"meddra:10021881"
"C0021400"	"meddra:10016790"
"C0021400"	"meddra:10016793"
"C0021400"	"meddra:10042807"
"C0022354"	"meddra:10023129"
"C0022354"	"meddra:10008636"
"C0022354"	"meddra:10019654"
"C0022354"	"meddra:10019805"
"C0022354"	"meddra:10049893"
"C0022354"	"meddra:10008640"
"C0022354"	"meddra:10029982"
"C0023518"	"meddra:10024378"
"C0023518"	"meddra:10024379"
"C0023518"	"meddra:10047954"
"C0023518"	"meddra:10005329"
"C0023518"	"meddra:10024279"
"C0025218"	"meddra:10008570"
"C0025218"	"meddra:10029772"
"C0025218"	"meddra:10020713"
"C0025218"	"meddra:10035023"
"C0025218"	"meddra:10010273"
"C0025218"	"meddra:10036585"
"C0025218"	"meddra:10040785"
"C0025218"	"meddra:10027161"
"C0025323"	"meddra:10005123"
"C0025323"	"meddra:10015606"
"C0025323"	"meddra:10019360"
"C0025323"	"meddra:10020672"
"C0025323"	"meddra:10020673"
"C0025323"	"meddra:10027313"
"C0025323"	"meddra:10027342"
"C0025323"	"meddra:10013326"
"C0025323"	"meddra:10038604"
"C0025323"	"meddra:10027322"
"C0025323"	"meddra:10027332"
"C0025323"	"meddra:10027338"
"C0025323"	"meddra:10036867"
"C0021400"	"ndfrt:N0000171628"
"C0021400"	"ndfrt:N0000002239"
"C0021400"	"ndfrt:N0000002650"
"C0021400"	"ndfrt:N0000003128"
"C0021400"	"ndfrt:N0000000007"
"C0021400"	"ndfrt:N0000000004"
"C0022354"	"ndfrt:N0000011017"
"C0022354"	"ndfrt:N0000001714"
"C0022354"	"ndfrt:N0000001575"
"C0022354"	"ndfrt:N0000002338"
"C0022354"	"ndfrt:N0000002872"
"C0022354"	"ndfrt:N0000000004"
"C0023518"	"ndfrt:N0000001832"
"C0023518"	"ndfrt:N0000001831"
"C0023518"	"ndfrt:N0000001459"
"C0023518"	"ndfrt:N0000001466"
"C0023518"	"ndfrt:N0000000004"
"C0025323"	"ndfrt:N0000001993"
"C0025323"	"ndfrt:N0000001994"
"C0025323"	"ndfrt:N0000002338"
"C0025323"	"ndfrt:N0000002872"
"C0025323"	"ndfrt:N0000000004"
"C0025345"	"meddra:10013236"
"C0025345"	"meddra:10027327"
"C0025345"	"meddra:10027335"
"C0025345"	"meddra:10013326"
"C0025345"	"meddra:10038604"
"C0025345"	"meddra:10027328"
"C0025345"	"meddra:10027329"
"C0025345"	"meddra:10027334"
"C0025345"	"meddra:10066819"
"C0025874"	"meddra:10013908"
"C0025874"	"meddra:10027335"
"C0025874"	"meddra:10013307"
"C0025874"	"meddra:10014701"
"C0025874"	"meddra:10013326"
"C0025874"	"meddra:10038604"
"C0025874"	"meddra:10014698"
"C0025874"	"meddra:10027514"
"C0025874"	"meddra:10005105"
"C0025874"	"meddra:10005120"
"C0025874"	"meddra:10006167"
"C0025874"	"meddra:10006168"
"C0025874"	"meddra:10006169"
"C0025874"	"meddra:10022559"
"C0025874"	"meddra:10041744"
"C0026837"	"meddra:10028330"
"C0026837"	"meddra:10028343"
"C0026837"	"meddra:10028342"
"C0026837"	"meddra:10029317"
"C0026837"	"meddra:10028302"
"C0026837"	"meddra:10028395"
"C0026837"	"meddra:10029205"
"C0026837"	"meddra:10039168"
"C0026837"	"meddra:10039172"
"C0026837"	"meddra:10063490"
"C0026961"	"meddra:10013007"
"C0026961"	"meddra:10013014"
"C0026961"	"meddra:10028521"
"C0026961"	"meddra:10037533"
"C0026961"	"meddra:10037514"
"C0026961"	"meddra:10030061"
"C0026961"	"meddra:10029305"
"C0026961"	"meddra:10029205"
"C0026961"	"meddra:10015919"
"C0026961"	"meddra:10037535"
"C0027051"	"meddra:10028595"
"C0027051"	"meddra:10028596"
"C0027051"	"meddra:10065875"
"C0027051"	"meddra:10011085"
"C0027051"	"meddra:10011082"
"C0027051"	"meddra:10003216"
"C0027051"	"meddra:10047065"
"C0027051"	"meddra:10007541"
"C0027051"	"meddra:10003723"
"C0027051"	"meddra:10003724"
"C0027051"	"meddra:10019250"
"C0027051"	"meddra:10021758"
"C0027051"	"meddra:10027524"
"C0025345"	"ndfrt:N0000001994"
"C0025345"	"ndfrt:N0000002338"
"C0025345"	"ndfrt:N0000002872"
"C0025345"	"ndfrt:N0000000004"
"C0025874"	"ndfrt:N0000002009"
"C0025874"	"ndfrt:N0000003091"
"C0025874"	"ndfrt:N0000001481"
"C0025874"	"ndfrt:N0000002338"
"C0025874"	"ndfrt:N0000002872"
"C0025874"	"ndfrt:N0000000004"
"C0026837"	"ndfrt:N0000002060"
"C0026837"	"ndfrt:N0000002058"
"C0026837"	"ndfrt:N0000004213"
"C0026837"	"ndfrt:N0000002173"
"C0026837"	"ndfrt:N0000002159"
"C0026837"	"ndfrt:N0000000004"
"C0026961"	"ndfrt:N0000003351"
"C0026961"	"ndfrt:N0000002551"
"C0026961"	"ndfrt:N0000001181"
"C0026961"	"ndfrt:N0000000004"
"C0027051"	"ndfrt:N0000002085"
"C0027051"	"ndfrt:N0000003550"
"C0027051"	"ndfrt:N0000001432"
"C0027051"	"ndfrt:N0000000689"
"C0027051"	"ndfrt:N0000000004"
"C0027424"	"meddra:10028735"
"C0027424"	"meddra:10028736"
"C0027424"	"meddra:10046304"
"C0027424"	"meddra:10038738"
"C0027424"	"meddra:10029794"
"C0027424"	"meddra:10010676"
"C0027424"	"meddra:10028771"
"C0027497"	"meddra:10028813"
"C0027497"	"meddra:10028817"
"C0027497"	"meddra:10018012"
"C0027497"	"meddra:10017947"
"C0027497"	"ndfrt:N0000002114"
"C0027497"	"ndfrt:N0000002749"
"C0027497"	"ndfrt:N0000002748"
"C0027497"	"ndfrt:N0000002872"
"C0027497"	"ndfrt:N0000000004"
"C0027497"	"meddra:10037730"
"C0027497"	"meddra:10016361"
"C0027497"	"meddra:10028822"
"C0027497"	"meddra:10028823"
"C0027796"	"meddra:10029223"
"C0027796"	"meddra:10040021"
"C0027796"	"meddra:10029305"
"C0027796"	"meddra:10029205"
"C0027796"	"meddra:10029226"
"C0027796"	"meddra:10054095"
"C0027947"	"meddra:10029354"
"C0027947"	"meddra:10029355"
"C0027947"	"meddra:10047954"
"C0027947"	"meddra:10005329"
"C0028734"	"meddra:10029446"
"C0028734"	"meddra:10046591"
"C0028734"	"meddra:10046590"
"C0028734"	"meddra:10038359"
"C0028734"	"meddra:10029454"
"C0028734"	"meddra:10054791"
"C0029408"	"meddra:10031161"
"C0029408"	"meddra:10057178"
"C0029408"	"meddra:10023213"
"C0029408"	"meddra:10028395"
"C0029408"	"meddra:10029870"
"C0029408"	"meddra:10029874"
"C0029408"	"meddra:10031167"
"C0029408"	"meddra:10031174"
"C0029408"	"meddra:10031216"
"C0029408"	"meddra:10049491"
"C0027796"	"ndfrt:N0000002162"
"C0027796"	"ndfrt:N0000002278"
"C0027796"	"ndfrt:N0000002173"
"C0027796"	"ndfrt:N0000002159"
"C0027796"	"ndfrt:N0000000004"
"C0027947"	"ndfrt:N0000002182"
"C0027947"	"ndfrt:N0000000341"
"C0027947"	"ndfrt:N0000001838"
"C0027947"	"ndfrt:N0000001831"
"C0027947"	"ndfrt:N0000001459"
"C0027947"	"ndfrt:N0000001466"
"C0027947"	"ndfrt:N0000000004"
"C0028734"	"ndfrt:N0000181028"
"C0028734"	"ndfrt:N0000004224"
"C0028734"	"ndfrt:N0000002748"
"C0028734"	"ndfrt:N0000002872"
"C0028734"	"ndfrt:N0000000004"
"C0029408"	"ndfrt:N0000002244"
"C0029408"	"ndfrt:N0000000478"
"C0029408"	"ndfrt:N0000001727"
"C0029408"	"ndfrt:N0000002067"
"C0029408"	"ndfrt:N0000000004"
"C0029882"	"meddra:10033078"
"C0029882"	"meddra:10027586"
"C0029882"	"meddra:10014013"
"C0029882"	"meddra:10021879"
"C0029882"	"meddra:10027584"
"C0029882"	"meddra:10013993"
"C0029882"	"meddra:10021881"
"C0029882"	"meddra:10065838"
"C0029882"	"meddra:10033084"
"C0029882"	"meddra:10046087"
"C0029882"	"meddra:10056747"
"C0030193"	"meddra:10033371"
"C0030193"	"meddra:10033372"
"C0030193"	"meddra:10018073"
"C0030193"	"meddra:10018065"
"C0030193"	"meddra:10033470"
"C0029882"	"ndfrt:N0000002266"
"C0029882"	"ndfrt:N0000002264"
"C0029882"	"ndfrt:N0000001036"
"C0029882"	"ndfrt:N0000002269"
"C0029882"	"ndfrt:N0000000004"
"C0030193"	"ndfrt:N0000002278"
"C0030193"	"ndfrt:N0000002173"
"C0030193"	"ndfrt:N0000002159"
"C0030193"	"ndfrt:N0000000004"
"C0030305"	"meddra:10033645"
"C0030305"	"meddra:10033646"
"C0030305"	"meddra:10015674"
"C0030305"	"meddra:10017947"
"C0030305"	"meddra:10033656"
"C0030848"	"meddra:10034765"
"C0030848"	"meddra:10034304"
"C0030848"	"meddra:10013355"
"C0030848"	"meddra:10038604"
"C0030848"	"meddra:10053606"
"C0030848"	"meddra:10034766"
"C0030848"	"meddra:10053605"
"C0030848"	"meddra:10053607"
"C0031350"	"meddra:10034835"
"C0031350"	"meddra:10046309"
"C0031350"	"meddra:10045573"
"C0031350"	"meddra:10031017"
"C0031350"	"meddra:10031013"
"C0031350"	"meddra:10024970"
"C0031350"	"meddra:10021879"
"C0031350"	"meddra:10021881"
"C0031350"	"meddra:10038738"
"C0031350"	"meddra:10017947"
"C0031350"	"meddra:10034838"
"C0031350"	"meddra:10065716"
"C0031350"	"meddra:10034823"
"C0031350"	"meddra:10046304"
"C0030305"	"ndfrt:N0000002290"
"C0030305"	"ndfrt:N0000002285"
"C0030305"	"ndfrt:N0000000973"
"C0030305"	"ndfrt:N0000000004"
"C0030848"	"ndfrt:N0000002349"
"C0030848"	"ndfrt:N0000000839"
"C0030848"	"ndfrt:N0000003573"
"C0030848"	"ndfrt:N0000000004"
"C0031350"	"ndfrt:N0000002387"
"C0031350"	"ndfrt:N0000002385"
"C0031350"	"ndfrt:N0000002269"
"C0031350"	"ndfrt:N0000000004"
"C0032285"	"meddra:10035664"
"C0032285"	"meddra:10025101"
"C0032285"	"meddra:10024971"
"C0032285"	"meddra:10024970"
"C0032285"	"meddra:10021879"
"C0032285"	"meddra:10021881"
"C0032285"	"meddra:10038738"
"C0032285"	"meddra:10035742"
"C0032285"	"meddra:10024972"
"C0032285"	"meddra:10024967"
"C0032285"	"meddra:10035725"
"C0032285"	"meddra:10035755"
"C0032285"	"ndfrt:N0000002432"
"C0032285"	"ndfrt:N0000001879"
"C0032285"	"ndfrt:N0000002602"
"C0032285"	"ndfrt:N0000000004"
"C0032617"	"meddra:10013524"
"C0032617"	"meddra:10036142"
"C0032617"	"meddra:10046591"
"C0032617"	"meddra:10046590"
"C0032617"	"meddra:10038359"
"C0032617"	"meddra:10046683"
"C0033774"	"meddra:10023082"
"C0033774"	"meddra:10023084"
"C0033774"	"meddra:10023089"
"C0033774"	"meddra:10023094"
"C0033774"	"meddra:10037086"
"C0033774"	"meddra:10037087"
"C0033774"	"meddra:10049293"
"C0033774"	"meddra:10014982"
"C0033774"	"meddra:10040785"
"C0033774"	"meddra:10037090"
"C0033774"	"meddra:10037096"
"C0033774"	"meddra:10046119"
"C0032617"	"ndfrt:N0000002461"
"C0032617"	"ndfrt:N0000003082"
"C0032617"	"ndfrt:N0000003086"
"C0032617"	"ndfrt:N0000181236"
"C0032617"	"ndfrt:N0000001224"
"C0032617"	"ndfrt:N0000000004"
"C0033774"	"ndfrt:N0000002512"
"C0033774"	"ndfrt:N0000002761"
"C0033774"	"ndfrt:N0000003573"
"C0033774"	"ndfrt:N0000000004"
"C0033775"	"meddra:10034452"
"C0033775"	"meddra:10034453"
"C0033775"	"meddra:10037089"
"C0033775"	"meddra:10068172"
"C0033775"	"meddra:10002118"
"C0033775"	"meddra:10002112"
"C0033775"	"meddra:10017947"
"C0033775"	"meddra:10037099"
"C0033775"	"ndfrt:N0000002513"
"C0033775"	"ndfrt:N0000000432"
"C0033775"	"ndfrt:N0000002578"
"C0033775"	"ndfrt:N0000001698"
"C0033775"	"ndfrt:N0000001320"
"C0033775"	"ndfrt:N0000000973"
"C0033775"	"ndfrt:N0000000004"
"C0033777"	"meddra:10037093"
"C0033777"	"meddra:10049293"
"C0033777"	"meddra:10040674"
"C0033777"	"meddra:10038612"
"C0033777"	"meddra:10014982"
"C0033777"	"meddra:10040785"
"C0033777"	"meddra:10038604"
"C0033777"	"meddra:10037095"
"C0033777"	"meddra:10037098"
"C0033777"	"meddra:10018154"
"C0033777"	"meddra:10018157"
"C0033777"	"meddra:10018174"
"C0033975"	"meddra:10037234"
"C0033975"	"meddra:10037241"
"C0033975"	"meddra:10037248"
"C0033975"	"meddra:10037253"
"C0033975"	"meddra:10046122"
"C0033975"	"meddra:10059419"
"C0033975"	"meddra:10061920"
"C0033975"	"meddra:10037252"
"C0033975"	"meddra:10039628"
"C0033975"	"meddra:10037175"
"C0033975"	"ndfrt:N0000002532"
"C0033975"	"ndfrt:N0000003978"
"C0033975"	"ndfrt:N0000000538"
"C0033975"	"ndfrt:N0000000006"
"C0033975"	"ndfrt:N0000000004"
"C0034065"	"meddra:10034191"
"C0034065"	"meddra:10037377"
"C0034065"	"meddra:10037379"
"C0034065"	"meddra:10037439"
"C0034065"	"meddra:10037454"
"C0034065"	"meddra:10014523"
"C0034065"	"meddra:10047065"
"C0034065"	"meddra:10038738"
"C0034065"	"meddra:10014537"
"C0034065"	"meddra:10050071"
"C0034065"	"meddra:10014521"
"C0034065"	"meddra:10037380"
"C0034150"	"meddra:10037549"
"C0034150"	"meddra:10037550"
"C0034150"	"meddra:10037555"
"C0034150"	"meddra:10006513"
"C0034150"	"meddra:10047075"
"C0034150"	"meddra:10047043"
"C0034150"	"meddra:10064477"
"C0034150"	"meddra:10005329"
"C0034150"	"meddra:10040785"
"C0034150"	"meddra:10047065"
"C0034150"	"meddra:10034228"
"C0034150"	"meddra:10037559"
"C0035243"	"meddra:10024970"
"C0035243"	"meddra:10038738"
"C0035243"	"meddra:10062352"
"C0035243"	"meddra:10057190"
"C0035243"	"meddra:10021902"
"C0035243"	"meddra:10021879"
"C0035243"	"meddra:10021881"
"C0035243"	"meddra:10021863"
"C0035243"	"meddra:10038700"
"C0035243"	"meddra:10039249"
"C0035243"	"meddra:10046143"
"C0035243"	"meddra:10049083"
"C0034065"	"ndfrt:N0000002541"
"C0034065"	"ndfrt:N0000001067"
"C0034065"	"ndfrt:N0000003473"
"C0034065"	"ndfrt:N0000003111"
"C0034065"	"ndfrt:N0000000689"
"C0034065"	"ndfrt:N0000000004"
"C0034150"	"ndfrt:N0000002553"
"C0034150"	"ndfrt:N0000000575"
"C0034150"	"ndfrt:N0000001459"
"C0034150"	"ndfrt:N0000001466"
"C0034150"	"ndfrt:N0000000004"
"C0035243"	"ndfrt:N0000002603"
"C0035243"	"ndfrt:N0000001681"
"C0035243"	"ndfrt:N0000000523"
"C0035243"	"ndfrt:N0000000007"
"C0035243"	"ndfrt:N0000000004"
"C0035455"	"meddra:10039083"
"C0035455"	"meddra:10046309"
"C0035455"	"meddra:10045573"
"C0035455"	"meddra:10024970"
"C0035455"	"meddra:10021879"
"C0035455"	"meddra:10021881"
"C0035455"	"meddra:10038738"
"C0035455"	"meddra:10039092"
"C0036130"	"meddra:10039453"
"C0036130"	"meddra:10038586"
"C0036130"	"meddra:10021884"
"C0036130"	"meddra:10016417"
"C0036130"	"meddra:10021879"
"C0036130"	"meddra:10021881"
"C0036130"	"meddra:10038604"
"C0036130"	"meddra:10039462"
"C0036572"	"meddra:10039906"
"C0036572"	"meddra:10039910"
"C0036830"	"meddra:10040400"
"C0036830"	"meddra:10027654"
"C0036830"	"meddra:10001708"
"C0036830"	"meddra:10021428"
"C0036830"	"meddra:10040394"
"C0035455"	"ndfrt:N0000002634"
"C0035455"	"ndfrt:N0000002194"
"C0035455"	"ndfrt:N0000002269"
"C0035455"	"ndfrt:N0000000004"
"C0036130"	"ndfrt:N0000002668"
"C0036130"	"ndfrt:N0000001206"
"C0036130"	"ndfrt:N0000000320"
"C0036130"	"ndfrt:N0000001323"
"C0036130"	"ndfrt:N0000181236"
"C0036130"	"ndfrt:N0000001224"
"C0036130"	"ndfrt:N0000000004"
"C0036572"	"ndfrt:N0000002713"
"C0036572"	"ndfrt:N0000001126"
"C0036572"	"ndfrt:N0000000605"
"C0036572"	"ndfrt:N0000000709"
"C0036572"	"ndfrt:N0000002159"
"C0036572"	"ndfrt:N0000000004"
"C0036830"	"ndfrt:N0000002719"
"C0036830"	"ndfrt:N0000000942"
"C0036830"	"ndfrt:N0000000939"
"C0036830"	"ndfrt:N0000002761"
"C0036830"	"ndfrt:N0000003573"
"C0036830"	"ndfrt:N0000000004"
"C0036974"	"ndfrt:N0000002728"
"C0036974"	"ndfrt:N0000002338"
"C0036974"	"ndfrt:N0000002872"
"C0036974"	"ndfrt:N0000000004"
"C0036974"	"meddra:10000692"
"C0036974"	"meddra:10007647"
"C0036974"	"meddra:10009192"
"C0036974"	"meddra:10009193"
"C0036974"	"meddra:10011954"
"C0036974"	"meddra:10047065"
"C0036974"	"meddra:10009195"
"C0036974"	"meddra:10009908"
"C0036974"	"meddra:10009909"
"C0036974"	"meddra:10009917"
"C0036974"	"meddra:10016144"
"C0036974"	"meddra:10034567"
"C0036974"	"meddra:10040560"
"C0036974"	"meddra:10040564"
"C0036974"	"meddra:10040583"
"C0036974"	"meddra:10040585"
"C0036974"	"meddra:10047052"
"C0036974"	"meddra:10009910"
"C0036974"	"meddra:10009914"
"C0036974"	"meddra:10009915"
"C0036974"	"meddra:10016161"
"C0037036"	"meddra:10039381"
"C0037036"	"meddra:10039424"
"C0037036"	"meddra:10030975"
"C0037036"	"meddra:10039404"
"C0037036"	"meddra:10017947"
"C0037036"	"meddra:10020746"
"C0037036"	"meddra:10021677"
"C0037036"	"meddra:10037277"
"C0037036"	"meddra:10039382"
"C0037036"	"meddra:10039383"
