dbid,atc_label
DB00603,G03AC06
DB00604,A03FA02
DB00608,P01BA01
DB00609,J04AD03
DB00613,P01BF03
DB00613,P01BA06
DB00614,G01AX06
DB00615,J04AB04
DB00617,N03AC01
DB00622,C08CA04
DB00623,N05AB02
DB13410,C02CC07
DB00631,L01BB06
DB00638,V04CH01
DB00643,P02CA51
DB00643,P02CA01
DB00656,N06AX05
DB00669,G01AE10
DB00669,N02CC01
DB00672,A10BB02
DB00673,A04AD12
DB00674,N06DA04
DB00679,N05AC02
DB00683,N05CD08
DB00685,J01MA13
DB00690,N05CD01
DB00697,M03BX02
DB00698,J01XE01
DB00698,J01XE51
DB00699,C04AE02
DB00706,G04CA52
DB00706,G04CA02
DB00706,G04CA53
DB00711,P02CB02
DB00728,M03AC09
DB00730,D01AC06
DB00730,P02CA02
DB00734,N05AX08
DB00740,N07XX02
DB00742,B05CX04
DB00742,A06AD16
DB00742,R05CB16
DB00742,B05BC01
DB00745,N06BA07
DB00754,N03AB01
DB00764,D07AC13
DB00764,R03BA07
DB00764,D07XC03
DB00764,R01AD09
DB00764,R03AK09
DB00772,P03AX03
DB00779,J01MB02
DB00780,N06AF03
DB00787,J05AB01
DB00787,D06BB03
DB00787,S01AD03
DB00787,D06BB53
DB00794,N05CB01
DB00794,N03AA03
DB13919,C09DB07
DB13919,C09DX06
DB13919,C09DA06
DB13919,C09CA06
DB00799,D05AX05
DB00805,N06AX07
DB00816,R03AB03
DB00816,R03CB03
DB00816,R03CB53
DB00818,N01AX10
DB00829,N05BA01
DB00834,G03XB01
DB00834,G03XB51
DB00836,A07DA03
DB00836,A07DA53
DB00843,N06DA52
DB00843,N06DA53
DB00843,N06DA02
DB00845,J04BA01
DB00849,N05CB01
DB00849,N03AA01
DB00850,N05AB03
DB00857,D01AE15
DB00857,D01BA02
DB00864,D11AH01
DB00864,L04AD02
DB00874,R05CA03
DB00877,S01XA23
DB00877,L04AA10
DB00889,A04AA02
DB00897,N05CD05
DB00904,A04AA01
DB00905,S01EE03
DB00906,N03AG06
DB00909,G01AE10
DB00909,N03AX15
DB00918,N02CC05
DB00922,C01CX08
DB00924,M03BX08
DB00934,N06AA21
DB00938,R03AK06
DB00938,R03AK12
DB00938,R03AC12
DB00953,N02CC04
DB00962,N05CF03
DB00973,C10BA02
DB00973,C10BA05
DB00973,C10AX09
DB00973,C10BA06
DB00977,G03AB05
DB00977,G03AA09
DB00977,G03AA04
DB00977,G03AB01
DB00977,G03AB03
DB00977,G03AA07
DB00977,G03AA05
DB00977,G03AB04
DB00977,G03AA11
DB00977,G03AB09
DB00977,G03AA15
DB00977,L02AA03
DB00977,G03AA12
DB00977,G03AA16
DB00977,G03AB02
DB00977,G03CA01
DB00977,G03AA03
DB00977,G03AA10
DB00977,G03AB07
DB00977,G03AA13
DB00977,G03AA06
DB00977,G03AA08
DB00977,G03AA02
DB00977,G03AB06
DB00977,G03AA01
DB00982,D10AD04
DB00982,D10AD54
DB00982,D10BA01
DB00998,N02CC07
DB01001,R03AL02
DB01001,R03AK13
DB01001,R03AK04
DB01001,R03AC02
DB01001,R03CC02
DB01006,L02BG04
DB01011,V04CD01
DB01012,H05BX01
DB01014,A07EC04
DB01015,J04AM08
DB01015,G01AE10
DB01015,J01EE01
DB01015,J01EC01
DB01018,C02AC02
DB01036,G04BD07
DB01037,N04BD01
DB01041,L04AX02
DB01043,N06DA52
DB01043,N06DA53
DB01043,N06DX01
DB01044,S01AE06
DB01044,J01MA16
DB01053,J01CR50
DB01053,J01CE01
DB01053,S01AA14
DB01053,J01CE08
DB01062,G04BD04
DB01067,A10BB07
DB01068,N03AE01
DB01074,C08EX02
DB01076,C10BX06
DB01076,C10BX03
DB01076,C10BX11
DB01076,C10BX12
DB01076,C10BX15
DB01076,C10BX08
DB01076,C10BA05
DB01076,C10AA05
DB01079,A06AX06
DB01093,M02AX03
DB01093,G04BX13
DB01097,L04AA13
DB01104,N06AB06
DB01112,J01RA03
DB01112,S01AA27
DB01112,J01DC02
DB01124,V04CA01
DB01124,A10BB03
DB01131,P01BB01
DB01131,P01BB51
DB01132,A10BD06
DB01132,A10BD05
DB01132,A10BD09
DB01132,A10BG03
DB01132,A10BD12
DB01138,M04AB02
DB01139,J01DB08
DB01149,N06AX06
DB01155,J01MA15
DB01156,A08AA62
DB01156,N06AX12
DB01159,N01AB01
DB01162,G04CA03
DB01167,J02AC02
DB01168,L01XB01
DB01171,N06AG02
DB01174,N05CB01
DB01174,N03AA02
DB01182,C01BC03
DB01184,A03FA03
DB01198,N05CF01
DB01213,V03AB34
DB01215,N05CD04
DB01216,G04CA51
DB01216,D11AX10
DB01216,G04CB01
DB01218,P01BX01
DB01219,M03CA01
DB01221,N01AX03
DB01222,R03AK12
DB01222,R03AK07
DB01222,D07AC09
DB01222,R01AD05
DB01222,A07EA06
DB01222,R03BA02
DB01228,C01BC08
DB01232,J05AE01
DB01234,R01AD53
DB01234,D07XB05
DB01234,S03BA01
DB01234,R01AD03
DB01234,D10AA03
DB01234,S01CB01
DB01234,S02CA06
DB01234,S03CA01
DB01234,C05AA09
DB01234,D07CB04
DB01234,H02AB02
DB01234,S01BA01
DB01234,A01AC02
DB01234,S01CA01
DB01234,D07AB19
DB01234,S02BA06
DB01236,N01AB08
DB01238,N05AX12
DB01240,B01AC09
DB01241,C10AB04
DB01247,N06AF01
DB01250,A07EC03
DB01255,N06BA12
DB01576,N06BA02
DB01261,A10BD07
DB01261,A10BH51
DB01261,A10BD12
DB01261,A10BD24
DB01261,A10BH01
DB01275,C02DB02
DB01275,C02LG02
DB01280,L01BB07
DB01355,N01AF02
DB01355,N05CA16
DB01395,G03FA17
DB01395,G03AA12
DB01395,G03AC10
DB01406,G03XA01
DB01408,R03CC12
DB01413,J01RA06
DB01413,J01DE01
DB01424,N02BB53
DB01424,N02BB03
DB01424,N02BB73
DB01429,C01BB04
DB12243,N07XX14
DB01438,G04BX06
DB01577,N06BA03
DB01589,N05CD10
DB01591,G04CA53
DB01591,G04BD08
DB01606,J01CG02
DB01656,R03DX07
DB01708,G03EA03
DB01708,G03XX01
DB01708,A14AA07
DB01744,C01EB02
DB02546,L01XX38
DB02703,S01AA13
DB02703,D06AX01
DB02703,J01XC01
DB02703,D09AA02
DB02901,A14AA01
DB02901,G03BB02
DB09526,D11AX11
DB03783,N02BE73
DB03783,N02BE03
DB03783,N02BE53
DB03793,V04CG30
DB03793,A16AX11
DB03852,R05CA13
DB04630,H02AA01
DB04831,C03CC02
DB04839,G03HB01
DB04839,G03HA01
DB04840,C02CC04
DB04844,N07XX06
DB04871,A08AA11
DB04896,N06AX17
DB04948,N07BC04
DB05015,L01XX49
DB05016,M09AX03
DB05039,R03AL04
DB05039,R03AC18
DB05109,L01CX01
DB05271,N04BC09
DB05294,L01XE12
DB05351,A02BC06
DB05521,J05AP02
DB05676,L04AA32
DB05812,L02BX03
DB06148,N06AX03
DB06153,N02CX01
DB06154,C01DA55
DB06154,C01DA05
DB13526,A06AD14
DB06176,L01XX39
DB06201,N03AF03
DB06202,G03XC03
DB06204,N02AX06
DB06209,B01AC22
DB06211,J01DH04
DB06217,C01BG11
DB06218,N03AX18
DB06230,N07BB05
DB06263,L01DB10
DB06267,G04BE11
DB06287,L01XE09
DB06292,A10BD25
DB06292,A10BD15
DB06292,A10BK01
DB06292,A10BD21
DB06335,A10BD25
DB06335,A10BD10
DB06335,A10BD21
DB06335,A10BH03
DB06401,G03CC07
DB06401,G03XC02
DB06402,J01XA03
DB06403,C02KX52
DB06403,C02KX02
DB06480,A06AX05
DB06590,J01DI02
DB06595,L01XE39
DB06605,B01AF02
DB06637,N07XX07
DB06685,N07XX10
DB06695,B01AE07
DB06701,N06BA11
DB06708,P01BF01
DB06736,M01AB16
DB06736,M02AA25
DB06739,R03DX06
DB06755,A11CA02
DB06755,D02BB01
DB06769,L01AA09
DB06772,L01CD04
DB06781,D07AC19
DB06799,J01XX05
DB06819,A16AX03
DB06823,G04BX16
DB06824,A16AX12
DB08814,B01AC18
DB08815,N05AE05
DB08819,S01EE05
DB08820,R07AX31
DB08820,R07AX02
DB08820,R07AX30
DB08864,J05AR08
DB08864,J05AR19
DB08864,J05AR21
DB08864,J05AG05
DB08870,L01XC12
DB08874,A07AA12
DB08881,L01XE15
DB08882,A10BD11
DB08882,A10BH05
DB08882,A10BD19
DB08890,A06AX04
DB08905,L02BG02
DB08906,R03AL08
DB08906,R01AD12
DB08906,R03AK10
DB08906,R03BA09
DB08907,A10BD16
DB08907,A10BK02
DB08930,J05AR13
DB08930,J05AR21
DB08930,J05AX12
DB08934,J05AP08
DB08934,J05AP51
DB08934,J05AP55
DB08934,J05AP56
DB08949,C04AC03
DB09030,B01AC26
DB09031,L01XX09
DB09034,N05CM19
DB09038,A10BD20
DB09038,A10BD19
DB09038,A10BK03
DB14569,J01XX11
DB09053,L01XE27
DB09054,L01XX47
DB09059,G02CX01
DB09068,N06AX26
DB09072,N01AX11
DB09072,N07XX04
DB09073,L01XE33
DB09079,L01XE31
DB09080,R03AL06
DB09080,R03AC19
DB09081,N06BX13
DB09082,R03AL08
DB09082,R03AK10
DB09082,R03AL03
DB09084,A01AD02
DB09084,M01AX07
DB09084,M02AA05
DB09084,G02CC03
DB09084,R02AX03
DB09085,C05AD02
DB09085,N01BA03
DB09085,D04AB06
DB09085,N01BA53
DB09085,S01HA03
DB09089,A03AA05
DB09096,D10AE01
DB09096,D10AE51
DB09110,R05CB05
DB09110,V03AF01
DB09112,V03AB08
DB09116,N07BB02
DB09117,N05CC05
DB09128,N05AX16
DB09144,A16AX13
DB09149,V09AX05
DB09166,N05BA19
DB09167,N06AA16
DB09194,N06AB09
DB09205,C04AX10
DB09205,G04BE06
DB09209,R05DA08
DB09213,M01AE14
DB09215,M01AC04
DB09216,M01AG02
DB09225,N05AX11
DB09227,C08CA12
DB09231,C08CA15
DB09256,L01BC03
DB09256,L01BC53
DB09282,C01DX12
DB13400,C01DX18
DB09288,N02BE05
DB09291,A04AD14
DB09292,C09DX04
DB09299,J05AR19
DB09299,J05AR17
DB09299,J05AR20
DB09299,J05AR22
DB09299,J05AR18
DB09299,J05AF13
DB09300,A03DB04
DB09300,A03BB01
DB09301,M01AX25
DB11735,V08DA02
DB11735,V04CE01
DB09344,C05BB03
DB09357,D03AX03
DB09357,S01XA12
DB09357,A11HA30
DB09516,D11AX06
DB11091,D08AX01
DB11091,S02AA06
DB11091,D11AX25
DB11091,A01AB02
DB09140,V03AN01
DB11113,A06AB05
DB11121,D08AE05
DB11127,A12CE02
DB11130,A07DA02
DB11130,N02AA02
DB11145,R02AA14
DB11145,A01AB07
DB11145,D08AH03
DB11145,G01AC30
DB11251,A11HA03
DB11282,P03BX01
DB13854,D11AX02
DB13854,D11AX52
DB11362,B01AC27
DB11363,L01XE36
DB11365,A06AB56
DB11365,A06AB06
DB11366,L03AX02
DB06770,P03AX06
DB11581,L01XX52
DB11582,M03BX05
DB11582,M03BX55
DB11586,J05AP06
DB11596,V03AF10
DB11596,V03AF04
DB11635,A11HA08
DB11637,J04AK06
DB11638,P01BF05
DB11638,P01BE05
DB11640,N07XX05
DB11641,L01CA05
DB11644,N07XX08
DB00654,S01EE01
DB11712,R07AX31
DB11753,S01AA16
DB11753,S02AA12
DB11753,J04AB03
DB11823,N01AX14
DB11827,A10BD23
DB11827,A10BD24
DB11827,A10BK04
DB11842,C01CX09
DB11901,L02BB05
DB11915,N07XX13
DB11921,H02AB13
DB11963,L01XE47
DB11994,M01AX21
DB12010,B02BX09
DB12070,J05AX18
DB12245,P02BX04
DB12267,L01XE43
DB12301,J05AR24
DB12301,J05AG06
DB00806,R03DA20
DB00806,C04AD03
DB12532,C05AD06
DB01365,C01CA11
DB12902,L01AA07
DB13185,A14AB03
DB13228,C01DB01
DB13235,A01AB19
DB13269,R02AA03
DB13293,R05CA04
DB13293,V03AB01
DB13306,P01AA04
DB13306,R02AA11
DB13306,G01AC03
DB13306,D08AH02
DB13323,N01AB05
DB01563,N05CC01
DB13345,C04AE54
DB13345,C04AE04
DB13501,M02AA11
DB13501,S01BC07
DB13600,P03BA03
DB13746,P03AC52
DB13746,P03AC02
DB13747,D03AX12
DB13751,A05BA08
DB13783,M01AB11
DB13813,D09AA13
DB05382,D08AG03
DB13853,A16AX02
DB13872,N05CD06
DB13928,A10BJ06
DB13931,S01EX05
DB13941,P01BF05
DB13941,P01BX02
DB02325,D08AX05
DB00003,R05CB13
DB00004,L01XX29
DB00005,L04AB01
DB00007,L02AE51
DB00007,L02AE02
DB00008,L03AB11
DB00008,L03AB61
DB00010,V04CD03
DB00010,H01AC04
DB00011,L03AB06
DB00012,B03XA02
DB00014,L02AE03
DB00016,B03XA01
DB00017,H05BA01
DB00019,L03AA13
DB00020,L03AA09
DB00022,L03AB10
DB00022,L03AB60
DB00023,L01XX02
DB00024,H01AB01
DB00025,B02BD02
DB00026,L04AC03
DB00027,R02AB30
DB00030,A10AC01
DB00030,A10AE01
DB00030,A10AB01
DB00030,A10AD01
DB00030,A10AF01
DB00032,G03GA02
DB00034,L03AB04
DB00035,H01BA02
DB00036,B02BD08
DB00038,L03AC02
DB00039,V03AF08
DB00040,H04AA01
DB00041,L03AC01
DB00042,M03AX01
DB00043,R03DX05
DB00044,G03GA07
DB00046,A10AC04
DB00046,A10AB04
DB00046,A10AD04
DB00048,D03BA02
DB00048,M09AB02
DB00048,D03BA52
DB00049,V03AF07
DB00049,M04AX01
DB00050,H01CC02
DB00051,L04AB04
DB00052,H01AC01
DB00053,A16AB02
DB00055,B01AD10
DB00056,L01XC05
DB00057,V09IB02
DB00058,B02AB02
DB00059,L01XX24
DB00060,L03AB07
DB00061,L03AX04
DB00065,L04AB02
DB00066,G03GA10
DB00066,G03GA06
DB00066,G03GA05
DB00068,L03AB08
DB00069,L03AB09
DB00071,A10AC03
DB00071,A10AB03
DB00071,A10AE03
DB00071,A10AD03
DB00073,L01XC02
DB00074,L04AC02
DB00075,L04AA02
DB00076,V03AB24
DB00078,V10XX02
DB00080,J01XX09
DB00081,V10XA53
DB00082,H01AX01
DB00083,M03AX01
DB00085,A09AA02
DB00087,L04AA34
DB00088,A16AB01
DB00089,V09IB04
DB00090,A16AB05
DB00092,L04AA15
DB00094,G03GA04
DB00095,L04AA21
DB00097,G03GA08
DB00098,L04AA04
DB00099,L03AA02
DB00102,D03AX06
DB00102,A01AD08
DB00103,A16AB03
DB00103,A16AB04
DB00104,H01CB02
DB00105,L03AB05
DB00106,L02BX01
DB00107,G02AC01
DB00107,H01BB02
DB00108,L04AA23
DB00109,J05AX07
DB00110,J06BB16
DB00111,L04AC01
DB00113,V09IA06
DB00166,A16AX01
DB00170,B02BA02
DB00179,L01XX10
DB00180,R01AD04
DB00180,R03BA03
DB00183,V04CG04
DB00189,N05CM08
DB00194,J05AB03
DB00194,S01AD06
DB00197,A10BG01
DB00200,B03BA53
DB00200,V03AB33
DB00200,B03BA03
DB00202,M03AB01
DB00204,C01BD04
DB00205,P01BD01
DB00205,P01BD51
DB00205,P01BF04
DB00206,C02LA51
DB00206,C02AA02
DB00206,C02LA01
DB00206,C02LA71
DB00206,C02AA52
DB00209,A03DA06
DB00209,G04BD09
DB00210,D10AD03
DB00210,D10AD53
DB00212,C09XA01
DB00217,C02CC01
DB00218,S01AE07
DB00218,J01MA14
DB00219,A03AB53
DB00219,A03AB03
DB00221,R03CC06
DB00221,R03AC07
DB00223,D07AC10
DB00225,V08CA03
DB00229,J01DC07
DB00233,J04AA02
DB00233,J04AA03
DB00233,J04AA01
DB00234,N06AX18
DB00235,C01CE02
DB00236,L01AX02
DB00239,D01AC11
DB00239,G01AF17
DB00239,G01AF20
DB00240,D07AB10
DB00240,S01BA10
DB00246,N05AE04
DB00247,N02CA04
DB00249,J05AB02
DB00249,D06BB01
DB00249,S01AD01
DB00251,G01AG02
DB00253,S01BA08
DB00255,L02AA04
DB00255,L02AA01
DB00255,G03CC05
DB00255,G03CB02
DB00257,G01AF20
DB00257,D01AC01
DB00257,A01AB18
DB00257,G01AF02
DB00258,A11GB01
DB00258,V03AE04
DB00258,V03AE07
DB00259,G01AE10
DB00259,J01EB06
DB00259,D06BA05
DB00260,J04AB01
DB00262,L01AD01
DB00263,G01AE10
DB00263,J01EB05
DB00263,S01AB02
DB00267,J01DD05
DB00269,G03CA06
DB00271,V08AA01
DB00274,J01DC09
DB00276,L01XX01
DB00284,A10BD17
DB00284,A10BF01
DB00288,D07AC11
DB00290,L01DC01
DB00291,L01AA02
DB00292,N01AX07
DB00293,L01BA03
DB00298,S01EX02
DB00299,D06BB06
DB00299,J05AB13
DB00301,J01CR50
DB00301,J01CF05
DB00303,J01DH03
DB00305,L01DC03
DB00306,N05CA07
DB00307,L01XX25
DB00312,N05CB01
DB00312,N05CA01
DB00314,J04AB30
DB00319,J01CR50
DB00319,J01CA12
DB00320,N02CA51
DB00320,N02CA01
DB00323,N04BX01
DB00324,D07XB04
DB00324,D07AB06
DB00324,S01BA07
DB00324,S01BB03
DB00324,C05AA06
DB00324,D07CB03
DB00324,S01CB05
DB00324,S01CA07
DB00324,D10AA01
DB00326,A12AA10
DB00330,J04AK02
DB00330,J04AM03
DB00330,J04AM06
DB00330,J04AM07
DB00331,A10BD17
DB00331,A10BD23
DB00331,A10BD02
DB00331,A10BD18
DB00331,A10BD11
DB00331,A10BD25
DB00331,A10BA02
DB00331,A10BD22
DB00331,A10BD14
DB00331,A10BD16
DB00331,A10BD05
DB00331,A10BD15
DB00331,A10BD07
DB00331,A10BD10
DB00331,A10BD13
DB00331,A10BD20
DB00331,A10BD08
DB00331,A10BD03
DB00336,D08AF01
DB00336,S02AA02
DB00336,B05CA03
DB00336,S01AX04
DB00336,D09AA03
DB00336,P01CC02
DB00337,D11AH02
DB00340,N04AA03
DB00344,N06AA11
DB00345,V04CH30
DB00346,G04CA01
DB00346,G04CA51
DB00348,A16AX04
DB00350,D11AX01
DB00350,C02DC01
DB00351,G03FB04
DB00351,G03DB02
DB00351,G03FA08
DB00351,G03AC05
DB00351,L02AB01
DB00351,G03AA04
DB00351,G03AB01
DB00353,G02AC01
DB00353,G02AB01
DB00355,J01DF01
DB00357,L02BG01
DB00359,G01AE10
DB00359,J01EE06
DB00359,J01EC02
DB00359,J01EE02
DB00362,J02AX06
DB00364,A02BX02
DB00365,J01MA11
DB00367,G03AB03
DB00367,G03AD01
DB00367,G03AC03
DB00367,G03FB09
DB00367,G03AA07
DB00367,G03FA11
DB00369,J05AB12
DB00372,R06AD03
DB00374,B01AC21
DB00375,C10AC02
DB00376,N04AA01
DB00377,A04AA55
DB00377,A04AA05
DB00380,V03AF02
DB00383,A03AA01
DB00383,A03CA03
DB00387,N04AA04
DB00388,S01FB01
DB00388,R01AB01
DB00388,C01CA06
DB00388,R01AA04
DB00388,S01FB51
DB00388,R01BA53
DB00388,S01GA05
DB00388,S01GA55
DB00388,R01BA03
DB00389,H03BB01
DB00391,N05AL01
DB00392,N04AA05
DB00397,R01BA51
DB00397,R01BA01
DB00403,V04CC04
DB00406,G01AX09
DB00406,D01AE02
DB00408,N05AH01
DB00409,N05AL04
DB00411,N07AB01
DB00411,S01EB02
DB00413,N04BC05
DB00415,J01CR50
DB00415,J01CA51
DB00415,J01CA01
DB00415,S01AA19
DB00418,N05CB01
DB00418,N05CA06
DB00419,A16AX06
DB00424,A03BA03
DB00424,A03CB31
DB00428,L01AD04
DB00429,G02AD04
DB00430,J01DD11
DB00431,P03AB02
DB00438,J01DD02
DB00440,J04AM08
DB00440,J01EE02
DB00440,J01EA01
DB00440,J01EE03
DB00440,J01EE01
DB00440,J01EE04
DB00440,J01EE07
DB00440,J01EE05
DB00442,J05AF10
DB00443,R01AD06
DB00443,D07BC01
DB00443,S01BA06
DB00443,S01BB04
DB00443,S01CB04
DB00443,H02AB01
DB00443,C05AA05
DB00443,S03CA06
DB00443,D07XC01
DB00443,D07AC01
DB00443,A07EA04
DB00443,S02BA07
DB00443,R03BA04
DB00443,S03BA03
DB00443,S01CA05
DB00443,D07CC01
DB00445,L01DB03
DB00447,J01DC08
DB00449,S01EA02
DB00450,N05AD08
DB00454,N02AB02
DB00454,N02AB72
DB00454,N02AB52
DB00454,N02AG03
DB00456,J01DB03
DB00459,D05BB02
DB00460,S01LA01
DB00463,N03AA30
DB00464,C05BB04
DB00467,J01MA04
DB00474,N05CB01
DB00474,N01AF01
DB00474,N05CA15
DB00475,N05BA02
DB00478,J05AC02
DB00480,L04AX04
DB00485,J01CR50
DB00485,J01CF01
DB00486,A04AD11
DB00488,L01XX03
DB00491,A10BF02
DB00494,N04BX02
DB00496,G04BD10
DB00505,A03AB08
DB00508,N05AA05
DB00511,C01AA01
DB00512,J01XA01
DB00512,A07AA09
DB00515,L01XA01
DB00520,J02AX04
DB00522,V04CK03
DB00525,D01AE18
DB00526,L01XA03
DB00528,C09DB08
DB00528,C09BB02
DB00528,C08CA13
DB00529,J05AD01
DB00535,J01DD15
DB00538,V08CA06
DB00545,N07AA02
DB00547,D07AC03
DB00547,D07XC02
DB00548,D10AX03
DB00550,H03BA02
DB00551,G04BX03
DB00552,L01XX08
DB00553,D05BA02
DB00553,D05AD02
DB00558,J05AH01
DB00561,R07AB01
DB00562,G01AE10
DB00567,J01DB01
DB00572,S01FA01
DB00572,A03CB03
DB00572,A03BA01
DB00576,G01AE10
DB00576,J01EB02
DB00576,B05CA04
DB00576,S01AB01
DB00576,D06BA04
DB00578,J01CR50
DB00578,J01CA03
DB00579,A08AA05
DB00589,G02CB02
DB00589,N02CA07
DB00590,C02CA04
DB00591,S01CA10
DB00591,D07BC02
DB00591,S02BA08
DB00591,C05AA10
DB00591,S01BA15
DB00591,D07AC04
DB00591,S02CA05
DB00591,D07CC02
DB00593,N03AD01
DB00593,N03AD51
DB00596,D07AC21
DB00597,V08CA04
DB00599,N05CB01
DB00599,N01AF03
DB00599,N05CA19
DB00600,D11AX13
DB00602,P02CF01
DB00602,D11AX22
DB00607,J01CR50
DB00607,J01CF06
DB00610,C01CA09
DB00611,N02AF01
DB00620,D07AB09
DB00620,R01AD11
DB00620,R03BA06
DB00620,D07BB03
DB00620,A01AC01
DB00620,H02AB08
DB00620,D07CB01
DB00620,S01BA05
DB00620,D07XB02
DB00620,S02CA04
DB00620,C05AA12
DB00621,A14AA08
DB00626,J01XX10
DB00626,D06AX05
DB00626,R02AB04
DB00632,D06BB11
DB00633,N05CM18
DB00634,G01AE10
DB00634,D10AF06
DB00634,S01AB04
DB00636,C10AB01
DB00639,G01AF20
DB00639,G01AF15
DB00642,L01BA04
DB00644,V04CM01
DB00644,H01CA01
DB00645,N01BX02
DB00645,R02AD04
DB00646,D01AA01
DB00646,G01AA01
DB00646,A07AA02
DB00646,G01AA51
DB00648,L01XX23
DB00651,R03DA20
DB00651,R03DB01
DB00651,R03DA51
DB00651,R03DA01
DB00653,A06AD04
DB00653,V04CC02
DB00653,D11AX05
DB00653,B05XA05
DB00653,A12CC02
DB00657,C02BB01
DB00658,V03AE02
DB00659,N07BB03
DB00662,R06AA10
DB00663,D07AB03
DB00663,D07BB01
DB00663,D07CB05
DB00663,S02CA02
DB00663,D07XB01
DB00664,G01AE10
DB00664,J01ED02
DB00665,L02BB02
DB00666,H01CA02
DB00671,J01DD08
DB00676,P03AX01
DB00680,C01BG01
DB00681,G01AA03
DB00681,A07AA07
DB00681,A01AB04
DB00681,J02AA01
DB00686,C05BA04
DB00686,G04BX15
DB00687,S02CA07
DB00687,S01CA06
DB00687,H02AA02
DB00687,S03CA05
DB00692,V03AB36
DB00692,C04AB01
DB00693,S01JA01
DB00693,S01JA51
DB00694,L01DB02
DB00694,L01XY01
DB00696,N02CA02
DB00696,N02CA52
DB00696,N02CA72
DB00701,J05AE05
DB00703,S01EC05
DB00707,L01XD01
DB00713,J01CR50
DB00713,J01CF04
DB00714,G04BE07
DB00714,N04BC07
DB00715,N06AB05
DB00716,R03BC03
DB00716,R01AC07
DB00716,S01GX04
DB00717,G03DC02
DB00717,G03AA05
DB00717,G03AB04
DB00717,G03AC01
DB00717,G03FA01
DB00717,G03FB05
DB00720,M05BA02
DB00723,C01CA10
DB00724,D06BB10
DB00725,A03CB04
DB00726,N06AA06
DB00727,C01DA02
DB00727,C05AE01
DB00727,C01DA52
DB00733,V03AB04
DB00735,D01AE22
DB00738,P01CX01
DB00739,J01CA18
DB00743,V08CA08
DB00746,V03AC01
DB00747,N05CM05
DB00747,S01FA02
DB00747,A04AD01
DB00747,A04AD51
DB00752,N06AF04
DB00753,N01AB06
DB00756,D08AE01
DB00757,A04AA04
DB00760,J01DH02
DB00760,J01DH52
DB00761,A12BA51
DB00761,B05XA01
DB00761,A12BA01
DB00763,H03BB52
DB00763,H03BB02
DB00765,C02KB01
DB00770,C01EA01
DB00770,G04BE01
DB00771,A03CA02
DB00782,A03AB05
DB00782,A03CA34
DB00789,V08CA01
DB00791,L01AD08
DB00793,D01AE11
DB00795,G01AE10
DB00795,A07EC01
DB00797,M02AX02
DB00797,C04AB02
DB00800,C01CA19
DB00801,N05BA13
DB00803,J01XB01
DB00803,A07AA10
DB00804,A03AA07
DB00809,S01FA06
DB00809,S01FA56
DB00810,N04AA02
DB00811,J05AP01
DB00817,J01MB01
DB00819,G01AE10
DB00819,S01EC01
DB00820,G04BE08
DB00820,C02KX52
DB00826,G01AA02
DB00826,D01AA02
DB00826,S01AA10
DB00826,A01AB10
DB00826,A07AA03
DB00827,J01MB06
DB00828,J01XX01
DB00831,N05AB06
DB00832,N03AD02
DB00833,J01DC04
DB00837,N03AG05
DB00838,D07AB21
DB00839,A10BB05
DB00842,N05BA04
DB00846,D07CC03
DB00846,D07AC07
DB00848,P02CE01
DB00851,L01AX04
DB00852,R01BA52
DB00852,R01BA02
DB00853,L01AX03
DB00856,D01AE07
DB00859,M01CC01
DB00862,G04BE09
DB00867,G02CA01
DB00868,R05DB01
DB00869,S01EC03
DB00871,R03CC53
DB00871,R03CC03
DB00871,R03AC03
DB00872,C03XA02
DB00875,N05AF01
DB00878,R02AA05
DB00878,S03AA04
DB00878,D08AC52
DB00878,D08AC02
DB00878,S01AX09
DB00878,D09AA12
DB00878,B05CA02
DB00878,A01AB03
DB00878,S02AA09
DB00882,G03GB02
DB00883,C01DA08
DB00883,C01DA58
DB00883,C05AE02
DB00888,L01AA05
DB00890,G03CB01
DB00890,G03CC02
DB00891,G01AE10
DB00891,J01EB04
DB00895,J01CR50
DB00896,H02AB12
DB00896,S01BA13
DB00901,R03AC17
DB00910,H05BX02
DB00911,G01AF20
DB00911,A02BD09
DB00911,J01RA11
DB00911,J01RA13
DB00911,J01XD02
DB00911,P01AB02
DB00914,A10BA01
DB00914,A10BD01
DB00915,N04BB01
DB00916,A02BD11
DB00916,G01AF20
DB00916,A02BD01
DB00916,A02BD02
DB00916,A02BD03
DB00916,J01RA10
DB00916,A02BD08
DB00916,D06BX01
DB00916,J01XD01
DB00916,G01AF01
DB00916,J01RA04
DB00916,P01AB51
DB00916,J01RA03
DB00916,A01AB17
DB00916,P01AB01
DB00923,J01DC11
DB00925,C04AX02
DB00926,D05BB01
DB00928,L01BC07
DB00929,M01AE56
DB00929,G02AD06
DB00929,A02BB01
DB00930,C10AC04
DB00932,J05AE09
DB00933,N05AC03
DB00935,S01GA04
DB00935,R01AB07
DB00935,R01AA05
DB00937,A08AA03
DB00939,M01AG04
DB00939,M02AA18
DB00940,A03AB07
DB00941,M03AC05
DB00944,S01EB04
DB00947,L02BA03
DB00948,J01CR50
DB00948,J01CA10
DB00951,J04AM08
DB00951,J04AM03
DB00951,J04AM06
DB00951,J04AM07
DB00951,J04AM05
DB00951,J04AM04
DB00951,J04AM01
DB00951,J04AM02
DB00951,J04AC01
DB00951,J04AC51
